,re_type,adv_bed,adv_bath,adv_park,pool,elevator,bbq,balcony,leisure,adv_size,district,adv_sale,district_num,am_worship,region,area_worship,density_worship,am_pharma,area_pharma,density_pharma,am_tourism,area_tourism,density_tourism,am_leisure,area_leisure,density_leisure,am_clinic,area_clinic,density_clinic,am_fast_food,area_fast_food,density_fast_food,am_police,area_police,density_police,am_restaurant,area_restaurant,density_restaurant,am_shop_mall,area_shop_mall,density_shop_mall,am_shop_supermarket,area_shop_supermarket,density_shop_supermarket,am_school,area_school,density_school,am_hospital,area_hospital,density_hospital
10,apartment,3.0,2.0,1.0,0,0,0,0,1,72.0,Nova Descoberta,130000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
11,apartment,3.0,4.0,2.0,1,1,1,0,1,113.0,Nova Descoberta,585000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
12,apartment,3.0,4.0,2.0,1,1,1,0,1,113.0,Nova Descoberta,585000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
13,apartment,2.0,1.0,1.0,0,0,0,0,0,85.0,Nova Descoberta,120000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
14,apartment,3.0,2.0,2.0,0,0,0,0,1,86.0,Nova Descoberta,155000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
15,apartment,3.0,4.0,2.0,1,1,1,0,1,113.0,Nova Descoberta,585000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
16,apartment,3.0,2.0,1.0,1,1,1,0,0,56.0,Nova Descoberta,250000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
17,apartment,3.0,2.0,2.0,1,0,1,1,1,80.0,Nova Descoberta,295000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
18,apartment,3.0,2.0,1.0,0,0,0,0,1,72.0,Nova Descoberta,130000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
19,apartment,2.0,2.0,1.0,0,1,1,0,0,75.0,Nova Descoberta,270000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
20,apartment,3.0,2.0,2.0,0,0,0,0,1,86.0,Nova Descoberta,155000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
21,apartment,3.0,4.0,2.0,1,1,1,0,1,113.0,Nova Descoberta,585000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
22,apartment,3.0,2.0,2.0,0,0,1,0,1,68.0,Nova Descoberta,115000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
23,apartment,3.0,2.0,1.0,0,1,0,0,0,78.0,Nova Descoberta,295000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
24,apartment,3.0,2.0,1.0,0,0,1,0,1,76.0,Nova Descoberta,135000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
25,apartment,3.0,2.0,1.0,0,0,0,0,1,80.0,Nova Descoberta,135000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
26,apartment,3.0,2.0,1.0,0,0,0,0,1,76.0,Nova Descoberta,145000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
27,apartment,3.0,2.0,2.0,0,0,0,0,0,130.0,Nova Descoberta,180000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
28,apartment,3.0,2.0,1.0,0,0,0,0,1,76.0,Nova Descoberta,145000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
29,apartment,2.0,2.0,1.0,0,0,1,0,1,76.0,Nova Descoberta,289000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
30,apartment,3.0,2.0,1.0,0,0,0,0,1,76.0,Nova Descoberta,115000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
31,apartment,2.0,2.0,1.0,0,0,0,0,1,77.0,Nova Descoberta,160000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
32,apartment,2.0,1.0,1.0,0,1,0,0,0,75.0,Nova Descoberta,280000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
33,apartment,3.0,1.0,1.0,0,0,0,0,0,70.76,Nova Descoberta,140000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
34,apartment,3.0,1.0,1.0,0,0,0,0,0,75.0,Nova Descoberta,125000.0,20,0,Sul,1.295938006785725,0.0,4,1.295938006785725,3.086567396785497,0,1.295938006785725,0.0,9,1.295938006785725,6.944776642767367,0,1.295938006785725,0.0,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,3,1.295938006785725,2.3149255475891226,0,1.295938006785725,0.0,1,1.295938006785725,0.7716418491963742,0,1.295938006785725,0.0,0,1.295938006785725,0.0
35,apartment,3.0,3.0,2.0,0,0,0,0,0,71.0,Cidade Alta,320000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
36,apartment,2.0,3.0,1.0,0,0,0,0,0,80.0,Cidade Alta,190000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
37,apartment,3.0,3.0,2.0,1,1,1,0,1,90.0,Cidade Alta,530000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
38,apartment,3.0,3.0,2.0,1,0,1,0,1,71.0,Cidade Alta,340000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
39,apartment,3.0,4.0,2.0,0,1,1,0,1,150.0,Cidade Alta,400000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
40,apartment,2.0,3.0,1.0,0,0,0,0,0,80.0,Cidade Alta,190000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
41,apartment,3.0,2.0,1.0,0,0,0,0,0,100.0,Cidade Alta,330000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
42,apartment,3.0,3.0,2.0,0,1,0,0,0,160.0,Cidade Alta,650000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
43,apartment,3.0,3.0,2.0,0,1,0,0,0,160.0,Cidade Alta,650000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
44,apartment,3.0,2.0,1.0,0,0,0,0,0,100.0,Cidade Alta,330000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
45,apartment,1.0,1.0,1.0,0,1,0,0,0,40.0,Cidade Alta,95000000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
46,apartment,3.0,2.0,1.0,0,0,0,0,0,100.0,Cidade Alta,330000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
47,apartment,3.0,3.0,2.0,1,0,1,0,1,71.0,Cidade Alta,340000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
48,apartment,3.0,2.0,2.0,1,1,1,1,1,72.0,Cidade Alta,340600.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
49,apartment,2.0,2.0,1.0,0,0,0,0,0,51.0,Cidade Alta,230000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
50,apartment,3.0,2.0,1.0,0,0,0,0,0,100.0,Cidade Alta,330000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
51,apartment,3.0,3.0,2.0,0,0,0,0,0,76.0,Cidade Alta,290000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
52,apartment,1.0,1.0,1.0,0,0,0,0,0,50.0,Cidade Alta,65000.0,6,4,Leste,0.9498325820890022,4.211268465020068,6,0.9498325820890022,6.316902697530103,6,0.9498325820890022,6.316902697530103,19,0.9498325820890022,20.00352520884532,1,0.9498325820890022,1.052817116255017,0,0.9498325820890022,0.0,0,0.9498325820890022,0.0,1,0.9498325820890022,1.052817116255017,4,0.9498325820890022,4.211268465020068,0,0.9498325820890022,0.0,5,0.9498325820890022,5.2640855812750855,1,0.9498325820890022,1.052817116255017
