,tag,bairro,count,REG_ADM,area,density
211,amenity_restaurant,Areia Preta,2,Leste,0.2624931585903798,7.619246195749418
212,amenity_restaurant,Barro Vermelho,3,Leste,0.773459952408173,3.8786752832638314
213,amenity_restaurant,Bom Pastor,0,Oeste,2.8237542657802215,0.0
214,amenity_restaurant,Candelária,20,Sul,6.213090490268191,3.219009932549154
215,amenity_restaurant,Capim Macio,25,Sul,3.536322749587128,7.06949047648968
216,amenity_restaurant,Cidade Alta,1,Leste,0.9498325820890022,1.052817116255017
217,amenity_restaurant,Cidade Nova,0,Oeste,2.138739680894446,0.0
218,amenity_restaurant,Cidade da Esperança,0,Oeste,1.4921251057655043,0.0
219,amenity_restaurant,Dix-Sept Rosado,1,Oeste,0.8945426611849765,1.117889669650106
220,amenity_restaurant,Felipe Camarão,0,Oeste,5.422818204774316,0.0
221,amenity_restaurant,Guarapes,0,Oeste,6.981796408221646,0.0
222,amenity_restaurant,Igapó,0,Norte,1.7961583449065368,0.0
223,amenity_restaurant,Lagoa Azul,0,Norte,9.523752054212096,0.0
224,amenity_restaurant,Lagoa Nova,31,Sul,6.264427860715066,4.948576420586547
225,amenity_restaurant,Lagoa Seca,1,Leste,0.49847829810883376,2.006105388727812
226,amenity_restaurant,Mãe Luiza,1,Leste,0.7808093519276514,1.280722365237063
227,amenity_restaurant,N. S. Apresentação,0,Norte,8.359996458807668,0.0
228,amenity_restaurant,N. Sra. do Nazaré,0,Oeste,1.174982498465845,0.0
229,amenity_restaurant,Neópolis,19,Sul,2.6287055158952892,7.227892164074889
230,amenity_restaurant,Nova Descoberta,3,Sul,1.2959380067857247,2.3149255475891226
231,amenity_restaurant,Pajuçara,0,Norte,6.250138148913146,0.0
232,amenity_restaurant,Parque das Dunas,0,Sul,9.824446055169469,0.0
233,amenity_restaurant,Petropólis,11,Leste,0.6399234277218987,17.189556630485544
234,amenity_restaurant,Pitimbu,4,Sul,6.075760421672488,0.6583538063370364
235,amenity_restaurant,Planalto,0,Oeste,3.7847053271180475,0.0
236,amenity_restaurant,Ponta Negra,33,Sul,11.27862552667373,2.9258884357810837
237,amenity_restaurant,Potengi,1,Norte,6.52548282021391,0.1532453655233467
238,amenity_restaurant,Praia do Meio,0,Leste,0.39912132497084085,0.0
239,amenity_restaurant,Quintas,2,Oeste,2.027817307910962,0.986282142970947
240,amenity_restaurant,Redinha,0,Norte,7.170319431390413,0.0
241,amenity_restaurant,Ribeira,1,Leste,0.7701308835145091,1.2984805848019991
242,amenity_restaurant,Rocas,0,Leste,0.5386164473659117,0.0
243,amenity_restaurant,Santos Reis,0,Leste,1.8120202788320696,0.0
244,amenity_restaurant,Tirol,46,Leste,2.9377194954885093,15.658404442848525
245,amenity_school,Alecrim,8,Leste,2.8126630564480646,2.844279545557333
246,amenity_school,Areia Preta,0,Leste,0.2624931585903798,0.0
247,amenity_school,Barro Vermelho,4,Leste,0.773459952408173,5.171567044351775
248,amenity_school,Bom Pastor,2,Oeste,2.8237542657802215,0.7082769291354704
249,amenity_school,Candelária,7,Sul,6.213090490268191,1.126653476392204
250,amenity_school,Capim Macio,11,Sul,3.536322749587128,3.110575809655459
251,amenity_school,Cidade Alta,5,Leste,0.9498325820890022,5.264085581275085
252,amenity_school,Cidade Nova,0,Oeste,2.138739680894446,0.0
253,amenity_school,Cidade da Esperança,2,Oeste,1.4921251057655043,1.340370182280353
254,amenity_school,Dix-Sept Rosado,0,Oeste,0.8945426611849765,0.0
255,amenity_school,Felipe Camarão,1,Oeste,5.422818204774316,0.18440596056116867
256,amenity_school,Guarapes,0,Oeste,6.981796408221646,0.0
257,amenity_school,Igapó,0,Norte,1.7961583449065368,0.0
258,amenity_school,Lagoa Azul,2,Norte,9.523752054212096,0.21000126721227003
259,amenity_school,Lagoa Nova,27,Sul,6.264427860715066,4.310050430833444
260,amenity_school,Lagoa Seca,1,Leste,0.49847829810883376,2.006105388727812
261,amenity_school,Mãe Luiza,3,Leste,0.7808093519276514,3.8421670957111886
262,amenity_school,N. S. Apresentação,1,Norte,8.359996458807668,0.11961727554877738
263,amenity_school,N. Sra. do Nazaré,2,Oeste,1.174982498465845,1.702153013011995
264,amenity_school,Neópolis,11,Sul,2.6287055158952892,4.184569147622304
265,amenity_school,Nova Descoberta,0,Sul,1.2959380067857247,0.0
266,amenity_school,Pajuçara,2,Norte,6.250138148913146,0.31999292693198883
267,amenity_school,Parque das Dunas,1,Sul,9.824446055169469,0.10178690934679373
268,amenity_school,Petropólis,7,Leste,0.6399234277218987,10.938808764854437
269,amenity_school,Pitimbu,10,Sul,6.075760421672488,1.6458845158425912
270,amenity_school,Planalto,0,Oeste,3.7847053271180475,0.0
271,amenity_school,Ponta Negra,5,Sul,11.27862552667373,0.4433164296638005
272,amenity_school,Potengi,1,Norte,6.52548282021391,0.1532453655233467
273,amenity_school,Praia do Meio,0,Leste,0.39912132497084085,0.0
274,amenity_school,Quintas,2,Oeste,2.027817307910962,0.986282142970947
275,amenity_school,Redinha,1,Norte,7.170319431390413,0.13946380068120448
276,amenity_school,Ribeira,0,Leste,0.7701308835145091,0.0
277,amenity_school,Rocas,1,Leste,0.5386164473659117,1.8566087331541234
278,amenity_school,Santos Reis,0,Leste,1.8120202788320696,0.0
279,amenity_school,Tirol,9,Leste,2.9377194954885093,3.0636008692529724
280,leisure_*,Alecrim,15,Leste,2.8126630564480646,5.333024147919999
281,leisure_*,Areia Preta,4,Leste,0.2624931585903798,15.238492391498836
282,leisure_*,Barro Vermelho,7,Leste,0.773459952408173,9.050242327615607
283,leisure_*,Bom Pastor,1,Oeste,2.8237542657802215,0.3541384645677352
284,leisure_*,Candelária,69,Sul,6.213090490268191,11.105584267294581
285,leisure_*,Capim Macio,109,Sul,3.536322749587128,30.822978477495003
286,leisure_*,Cidade Alta,19,Leste,0.9498325820890022,20.00352520884532
287,leisure_*,Cidade Nova,0,Oeste,2.138739680894446,0.0
288,leisure_*,Cidade da Esperança,18,Oeste,1.4921251057655043,12.063331640523177
289,leisure_*,Dix-Sept Rosado,1,Oeste,0.8945426611849765,1.117889669650106
290,leisure_*,Felipe Camarão,5,Oeste,5.422818204774316,0.9220298028058433
291,leisure_*,Guarapes,2,Oeste,6.981796408221646,0.2864592266891131
292,leisure_*,Igapó,4,Norte,1.7961583449065368,2.2269751502382937
293,leisure_*,Lagoa Azul,15,Norte,9.523752054212096,1.5750095040920251
294,leisure_*,Lagoa Nova,152,Sul,6.264427860715066,24.263987610617907
295,leisure_*,Lagoa Seca,8,Leste,0.49847829810883376,16.048843109822496
296,leisure_*,Mãe Luiza,1,Leste,0.7808093519276514,1.280722365237063
297,leisure_*,N. S. Apresentação,7,Norte,8.359996458807668,0.8373209288414417
298,leisure_*,N. Sra. do Nazaré,4,Oeste,1.174982498465845,3.40430602602399
299,leisure_*,Neópolis,126,Sul,2.6287055158952892,47.93233750912821
300,leisure_*,Nova Descoberta,9,Sul,1.2959380067857247,6.944776642767368
301,leisure_*,Pajuçara,17,Norte,6.250138148913146,2.7199398789219047
302,leisure_*,Parque das Dunas,11,Sul,9.824446055169469,1.119656002814731
303,leisure_*,Petropólis,14,Leste,0.6399234277218987,21.877617529708875
304,leisure_*,Pitimbu,55,Sul,6.075760421672488,9.05236483713425
305,leisure_*,Planalto,2,Oeste,3.7847053271180475,0.5284427259553511
306,leisure_*,Ponta Negra,93,Sul,11.27862552667373,8.24568559174669
307,leisure_*,Potengi,31,Norte,6.52548282021391,4.750606331223747
308,leisure_*,Praia do Meio,6,Leste,0.39912132497084085,15.033022854487543
309,leisure_*,Quintas,1,Oeste,2.027817307910962,0.4931410714854735
310,leisure_*,Redinha,8,Norte,7.170319431390413,1.1157104054496358
311,leisure_*,Ribeira,13,Leste,0.7701308835145091,16.88024760242599
312,leisure_*,Rocas,3,Leste,0.5386164473659117,5.56982619946237
313,leisure_*,Santos Reis,3,Leste,1.8120202788320696,1.6556106104583102
314,leisure_*,Tirol,86,Leste,2.9377194954885093,29.274408306195067
315,shop_mall,Alecrim,1,Leste,2.8126630564480646,0.3555349431946666
316,shop_mall,Areia Preta,0,Leste,0.2624931585903798,0.0
317,shop_mall,Barro Vermelho,1,Leste,0.773459952408173,1.2928917610879438
318,shop_mall,Bom Pastor,0,Oeste,2.8237542657802215,0.0
319,shop_mall,Candelária,5,Sul,6.213090490268191,0.8047524831372885
320,shop_mall,Capim Macio,18,Sul,3.536322749587128,5.090033143072569
321,shop_mall,Cidade Alta,4,Leste,0.9498325820890022,4.211268465020068
322,shop_mall,Cidade Nova,0,Oeste,2.138739680894446,0.0
323,shop_mall,Cidade da Esperança,0,Oeste,1.4921251057655043,0.0
324,shop_mall,Dix-Sept Rosado,0,Oeste,0.8945426611849765,0.0
325,shop_mall,Felipe Camarão,0,Oeste,5.422818204774316,0.0
326,shop_mall,Guarapes,0,Oeste,6.981796408221646,0.0
327,shop_mall,Igapó,0,Norte,1.7961583449065368,0.0
328,shop_mall,Lagoa Azul,0,Norte,9.523752054212096,0.0
329,shop_mall,Lagoa Nova,6,Sul,6.264427860715066,0.9577889846296542
330,shop_mall,Lagoa Seca,1,Leste,0.49847829810883376,2.006105388727812
331,shop_mall,Mãe Luiza,0,Leste,0.7808093519276514,0.0
332,shop_mall,N. S. Apresentação,0,Norte,8.359996458807668,0.0
333,shop_mall,N. Sra. do Nazaré,0,Oeste,1.174982498465845,0.0
334,shop_mall,Neópolis,4,Sul,2.6287055158952892,1.5216615082262925
335,shop_mall,Nova Descoberta,0,Sul,1.2959380067857247,0.0
336,shop_mall,Pajuçara,0,Norte,6.250138148913146,0.0
337,shop_mall,Parque das Dunas,0,Sul,9.824446055169469,0.0
338,shop_mall,Petropólis,1,Leste,0.6399234277218987,1.5626869664077767
339,shop_mall,Pitimbu,1,Sul,6.075760421672488,0.1645884515842591
340,shop_mall,Planalto,0,Oeste,3.7847053271180475,0.0
341,shop_mall,Ponta Negra,1,Sul,11.27862552667373,0.0886632859327601
342,shop_mall,Potengi,2,Norte,6.52548282021391,0.3064907310466934
343,shop_mall,Praia do Meio,0,Leste,0.39912132497084085,0.0
344,shop_mall,Quintas,0,Oeste,2.027817307910962,0.0
345,shop_mall,Redinha,0,Norte,7.170319431390413,0.0
346,shop_mall,Ribeira,0,Leste,0.7701308835145091,0.0
347,shop_mall,Rocas,0,Leste,0.5386164473659117,0.0
348,shop_mall,Santos Reis,0,Leste,1.8120202788320696,0.0
349,shop_mall,Tirol,2,Leste,2.9377194954885093,0.6808001931673272
350,shop_supermarket,Alecrim,3,Leste,2.8126630564480646,1.0666048295839998
351,shop_supermarket,Areia Preta,0,Leste,0.2624931585903798,0.0
352,shop_supermarket,Barro Vermelho,1,Leste,0.773459952408173,1.2928917610879438
353,shop_supermarket,Bom Pastor,1,Oeste,2.8237542657802215,0.3541384645677352
354,shop_supermarket,Candelária,2,Sul,6.213090490268191,0.32190099325491545
355,shop_supermarket,Capim Macio,4,Sul,3.536322749587128,1.1311184762383488
356,shop_supermarket,Cidade Alta,0,Leste,0.9498325820890022,0.0
357,shop_supermarket,Cidade Nova,0,Oeste,2.138739680894446,0.0
358,shop_supermarket,Cidade da Esperança,2,Oeste,1.4921251057655043,1.340370182280353
