re_type,adv_bed,adv_bath,adv_park,pool,balcony,leisure,secondfloor,adv_size,district,adv_sale
house,3.0,1.0,8.0,False,False,True,False,341.0,Capim Macio,680000
house,3.0,1.0,3.0,False,True,True,False,180.0,Lagoa Nova,370000
house,4.0,2.0,2.0,False,True,True,False,360.0,Ponta Negra,750000
house,3.0,4.0,5.0,True,False,True,False,360.0,Capim Macio,1150000
house,5.0,4.0,2.0,False,False,True,False,174.0,Candelaria,450000
house,3.0,3.0,9.0,True,False,True,False,190.0,Capim Macio,680000
house,2.0,1.0,1.0,False,False,False,False,65.0,Potengi,180000
house,3.0,3.0,2.0,False,False,False,False,175.0,Candelaria,400000
house,5.0,4.0,2.0,False,False,True,False,260.0,Candelaria,350000
house,2.0,1.0,5.0,False,False,False,False,200.0,Potengi,135000
house,3.0,3.0,2.0,True,False,True,False,300.0,Capim Macio,550000
house,5.0,1.0,8.0,False,False,True,False,410.0,Capim Macio,750000
house,5.0,5.0,4.0,True,True,True,False,390.0,Capim Macio,900000
house,4.0,5.0,6.0,True,True,True,False,216.0,Capim Macio,665000
house,3.0,3.0,4.0,False,False,True,False,283.0,Redinha,230000
house,5.0,1.0,1.0,False,False,True,False,294.0,Tirol,850000
house,4.0,5.0,4.0,True,True,True,False,400.0,Lagoa Nova,750000
house,4.0,3.0,1.0,True,False,True,False,250.0,Barro Vermelho,490000
house,4.0,4.0,3.0,False,False,True,False,220.0,Capim Macio,495000
house,4.0,4.0,4.0,False,False,True,False,450.0,Capim Macio,550000
house,4.0,3.0,4.0,True,True,True,False,270.0,Capim Macio,480000
house,3.0,5.0,4.0,False,True,True,False,300.0,Tirol,730000
house,3.0,1.0,2.0,False,False,True,False,100.0,Alecrim,350000
house,3.0,2.0,4.0,False,False,False,False,300.0,Neopolis,400000
house,5.0,5.0,8.0,True,True,True,False,350.0,Ponta Negra,800000
house,3.0,1.0,2.0,False,False,False,False,173.0,Cidade Verde,250000
house,6.0,6.0,6.0,False,False,False,False,260.0,Ponta Negra,280000
house,5.0,5.0,1.0,True,True,True,False,350.0,Cidade Jardim,1000000
house,3.0,3.0,3.0,False,False,True,False,182.0,Ponta Negra,348000
house,4.0,5.0,4.0,True,False,True,False,287.0,Ponta Negra,549900
house,4.0,3.0,2.0,False,False,False,False,230.0,Pitimbu,350000
house,3.0,3.0,5.0,False,False,True,False,150.0,Ponta Negra,320000
house,4.0,5.0,2.0,False,True,True,False,216.0,Capim Macio,495000
house,3.0,3.0,2.0,False,False,True,False,230.0,Capim Macio,400000
house,3.0,2.0,3.0,False,False,True,False,240.0,Ponta Negra,650000
house,4.0,4.0,5.0,False,False,True,False,278.0,Candelaria,700000
house,2.0,2.0,1.0,False,False,True,False,103.0,Barro Vermelho,275000
house,3.0,4.0,3.0,False,True,True,False,200.0,Capim Macio,950000
house,3.0,3.0,2.0,False,False,False,False,192.0,Candelaria,370000
house,6.0,6.0,4.0,False,False,False,False,362.0,Ponta Negra,1350000
house,4.0,2.0,1.0,False,False,False,False,231.0,Pitimbu,270000
house,4.0,4.0,4.0,True,False,True,False,456.0,Lagoa Nova,650000
house,3.0,3.0,4.0,False,True,False,False,173.0,Ponta Negra,300000
house,4.0,6.0,7.0,True,False,True,False,660.0,Tirol,950000
house,4.0,5.0,4.0,False,False,True,False,320.0,Ponta Negra,2300000
house,4.0,1.0,4.0,True,False,True,False,290.0,Capim Macio,500000
house,2.0,2.0,1.0,False,False,False,False,92.0,Planalto,130000
house,4.0,3.0,7.0,False,False,True,False,222.0,Ponta Negra,320000
house,4.0,3.0,6.0,True,False,True,False,490.0,Ponta Negra,2500000
house,6.0,6.0,4.0,True,False,True,False,622.0,Candelaria,3300000
house,3.0,1.0,1.0,False,False,True,False,160.0,Tirol,360000
house,2.0,2.0,2.0,True,False,True,False,293.0,Ponta Negra,400000
house,4.0,3.0,6.0,False,False,False,False,304.0,Barro Vermelho,400000
house,4.0,1.0,3.0,False,False,False,False,480.0,Ponta Negra,430000
house,4.0,3.0,1.0,False,True,True,False,175.0,Capim Macio,595000
house,3.0,2.0,3.0,False,False,True,False,200.0,Lagoa Nova,450000
house,2.0,3.0,3.0,False,False,True,False,200.0,Planalto,121000
house,3.0,1.0,7.0,False,False,True,False,330.0,Capim Macio,740000
house,4.0,3.0,8.0,False,False,True,False,246.0,Lagoa Nova,500000
house,5.0,5.0,3.0,True,False,False,False,451.0,Ponta Negra,1300000
house,3.0,4.0,4.0,True,False,True,False,350.0,Lagoa Nova,500000
house,4.0,5.0,3.0,False,False,True,False,400.0,Candelaria,1000000
house,4.0,5.0,3.0,False,True,True,False,365.0,Candelaria,600000
house,4.0,4.0,5.0,False,False,True,False,210.0,Lagoa Nova,450000
house,3.0,2.0,1.0,False,False,True,False,235.0,Petropolis,580000
house,5.0,1.0,1.0,True,False,True,False,220.0,Capim Macio,500000
house,3.0,1.0,2.0,True,False,True,False,250.0,Cidade Jardim,450000
house,4.0,4.0,3.0,False,True,True,False,240.0,Capim Macio,550000
house,5.0,4.0,5.0,False,False,True,False,277.0,Ponta Negra,500000
house,3.0,2.0,2.0,False,False,True,False,240.0,Candelaria,330000
house,3.0,3.0,2.0,False,False,False,False,450.0,Lagoa Nova,400000
house,5.0,7.0,4.0,True,False,True,False,500.0,Capim Macio,860000
house,4.0,1.0,3.0,False,False,False,False,280.0,Lagoa Nova,420000
house,4.0,1.0,3.0,True,False,True,False,132.0,Candelaria,370000
house,6.0,2.0,12.0,True,True,True,False,800.0,Capim Macio,1500000
house,4.0,4.0,3.0,False,True,False,False,900.0,Capim Macio,1200000
house,3.0,1.0,2.0,False,False,False,False,239.0,Ponta Negra,450000
house,3.0,4.0,4.0,True,False,True,False,400.0,San Vale,660000
house,4.0,2.0,3.0,False,False,True,False,343.0,Ponta Negra,1600000
house,6.0,5.0,1.0,False,False,True,False,360.0,Ponta Negra,480000
house,3.0,4.0,2.0,False,True,False,False,300.0,Lagoa Nova,500000
house,2.0,2.0,2.0,False,False,True,False,82.0,Planalto,160000
house,3.0,4.0,4.0,False,True,True,False,407.0,Ponta Negra,850000
house,3.0,3.0,2.0,True,True,True,False,200.0,Barro Vermelho,480000
house,4.0,2.0,8.0,True,True,True,False,790.0,Cidade Jardim,1800000
house,3.0,2.0,4.0,False,True,True,False,203.0,Candelaria,460000
house,2.0,1.0,1.0,False,False,True,False,293.0,Ponta Negra,390000
house,3.0,1.0,1.0,False,False,True,False,178.0,Candelaria,300000
house,4.0,5.0,4.0,True,True,True,False,420.0,Tirol,1400000
house,4.0,4.0,2.0,False,True,True,False,212.0,Capim Macio,630000
house,4.0,2.0,6.0,False,False,True,False,240.0,Tirol,650000
house,4.0,3.0,6.0,False,False,True,False,197.0,Ponta Negra,900000
house,4.0,2.0,2.0,False,False,True,False,360.0,Ponta Negra,700000
house,5.0,5.0,5.0,True,True,True,False,339.0,Ponta Negra,850000
house,3.0,1.0,2.0,False,False,True,False,280.0,Lagoa Nova,450000
house,3.0,3.0,5.0,True,True,True,False,275.0,Capim Macio,900000
house,8.0,1.0,6.0,True,True,True,False,1000.0,Tirol,2800000
house,3.0,3.0,9.0,False,True,True,False,200.0,Pitimbu,390000
house,3.0,3.0,4.0,False,True,True,False,160.0,Planalto,140000
house,3.0,1.0,1.0,False,False,False,False,104.0,Lagoa Nova,280000
house,3.0,1.0,3.0,False,False,True,False,130.0,Petropolis,600000
house,3.0,5.0,6.0,True,True,True,False,246.0,Capim Macio,1500000
house,4.0,4.0,5.0,True,False,False,False,230.0,Nova Descoberta,500000
house,6.0,6.0,1.0,False,True,True,False,222.0,Lagoa Nova,550000
house,2.0,1.0,1.0,False,False,True,False,90.0,Ponta Negra,165000
house,4.0,4.0,2.0,True,False,True,False,390.0,Tirol,800000
house,4.0,3.0,3.0,False,False,False,False,120.0,Pitimbu,200000
house,2.0,2.0,3.0,False,False,True,False,171.0,Ponta Negra,400000
house,3.0,1.0,2.0,True,False,False,False,250.0,Cidade Jardim,600000
house,8.0,8.0,2.0,False,True,False,False,500.0,Ponta Negra,700000
house,3.0,4.0,2.0,False,False,True,False,210.0,Morro Branco,570000
house,3.0,3.0,2.0,True,True,True,False,305.0,Ponta Negra,450000
house,3.0,4.0,4.0,False,False,True,False,300.0,Lagoa Nova,450000
house,3.0,4.0,1.0,False,False,False,False,300.0,Candelaria,600000
house,3.0,1.0,1.0,False,False,False,False,100.0,Pitimbu,180000
house,2.0,2.0,1.0,False,True,True,False,90.0,Planalto,85000
house,4.0,5.0,4.0,True,True,True,False,580.0,Candelaria,1600000
house,3.0,1.0,2.0,False,False,True,False,190.0,de Nazare,350000
house,3.0,1.0,4.0,False,False,False,False,120.0,Pitimbu,230000
house,3.0,4.0,4.0,True,False,True,False,300.0,Lagoa Nova,550000
house,4.0,2.0,1.0,False,False,True,False,180.0,Capim Macio,450000
house,3.0,4.0,2.0,True,False,True,False,350.0,Candelaria,600000
house,3.0,4.0,1.0,True,False,True,False,205.0,Ponta Negra,480000
house,2.0,1.0,1.0,False,True,True,False,120.0,Pitimbu,200000
house,5.0,1.0,3.0,True,False,True,False,350.0,Capim Macio,520000
house,3.0,4.0,4.0,False,False,True,False,240.0,Cidade Jardim,390000
house,4.0,5.0,4.0,False,False,False,False,220.0,Ponta Negra,650000
house,3.0,1.0,4.0,False,False,True,False,125.0,Lagoa Nova,320000
house,3.0,3.0,2.0,False,True,False,False,177.0,Capim Macio,270000
house,4.0,5.0,8.0,False,False,True,False,263.0,Capim Macio,590000
house,4.0,4.0,2.0,True,False,False,False,436.0,Capim Macio,1200000
house,3.0,1.0,4.0,False,False,True,False,203.0,Candelaria,490000
house,3.0,2.0,4.0,False,False,True,False,220.0,Planalto,140000
house,4.0,5.0,2.0,False,True,True,False,450.0,Capim Macio,650000
house,3.0,3.0,1.0,False,False,True,False,169.0,Candelaria,330000
house,7.0,4.0,4.0,False,True,True,False,350.0,Ponta Negra,900000
house,3.0,3.0,1.0,False,False,True,False,290.0,San Vale,420000
house,2.0,2.0,2.0,False,False,True,False,110.0,Alecrim,190000
house,2.0,1.0,2.0,False,False,True,False,60.0,Planalto,110000
house,4.0,4.0,4.0,True,False,True,False,379.0,Candelaria,580000
house,3.0,3.0,4.0,False,False,False,False,178.0,Tirol,430000
house,3.0,1.0,2.0,False,False,False,False,300.0,Capim Macio,400000
house,3.0,1.0,1.0,False,False,True,False,170.0,Candelaria,330000
house,4.0,4.0,3.0,False,False,False,False,316.0,Neopolis,335000
house,3.0,3.0,3.0,True,True,True,False,278.0,Cidade Jardim,680000
house,4.0,2.0,1.0,False,False,False,False,160.0,Neopolis,360000
house,3.0,1.0,4.0,False,False,True,False,78.0,Lagoa Nova,380000
house,3.0,3.0,2.0,False,True,True,False,192.0,Candelaria,400000
house,3.0,3.0,2.0,False,False,True,False,123.0,Candelaria,280000
house,3.0,1.0,2.0,True,False,True,False,450.0,San Vale,580000
house,3.0,1.0,2.0,False,False,True,False,285.0,Ponta Negra,900000
house,3.0,3.0,1.0,False,False,True,False,240.0,Capim Macio,300000
house,7.0,2.0,1.0,False,False,True,False,201.0,Lagoa Nova,600000
house,4.0,4.0,1.0,False,False,True,False,229.0,Candelaria,360000
house,4.0,2.0,6.0,False,False,True,False,200.0,Candelaria,735000
house,4.0,1.0,1.0,False,False,True,False,246.0,Candelaria,540000
house,2.0,2.0,3.0,False,False,True,False,227.0,Ponta Negra,490000
house,4.0,3.0,1.0,False,False,False,False,275.0,Ponta Negra,1000000
house,3.0,3.0,1.0,False,False,False,False,195.0,Potengi,210000
house,3.0,1.0,1.0,False,False,True,False,196.0,Petropolis,280000
house,3.0,5.0,4.0,False,False,False,False,240.0,Lagoa Nova,420000
house,3.0,4.0,4.0,False,False,False,False,199.0,Candelaria,380000
house,3.0,1.0,3.0,False,False,True,False,115.0,Ponta Negra,400000
house,2.0,2.0,1.0,False,False,False,False,90.0,Lagoa Nova,220000
house,4.0,1.0,3.0,True,False,False,False,240.0,Capim Macio,550000
house,4.0,5.0,2.0,False,False,True,False,175.0,Capim Macio,600000
house,3.0,2.0,1.0,False,False,False,False,115.0,Neopolis,230000
house,4.0,5.0,1.0,False,False,True,False,300.0,Candelaria,600000
house,3.0,3.0,3.0,False,False,False,False,293.0,Lagoa Nova,550000
house,3.0,3.0,4.0,False,False,False,False,354.0,Candelaria,430000
house,3.0,4.0,7.0,True,False,True,False,303.0,Capim Macio,450000
house,4.0,6.0,6.0,True,False,True,False,542.0,Candelaria,1400000
house,4.0,3.0,2.0,False,False,False,False,200.0,Lagoa Nova,410000
house,4.0,4.0,2.0,False,True,False,False,216.0,Capim Macio,400000
house,4.0,2.0,1.0,False,False,True,False,140.0,Barro Vermelho,290000
house,3.0,1.0,3.0,True,False,True,False,56.0,Pitimbu,270000
house,4.0,4.0,4.0,True,True,True,False,269.0,Lagoa Nova,800000
house,3.0,1.0,4.0,False,False,False,False,390.0,sept Rosado,449999
house,2.0,1.0,1.0,False,True,False,False,250.0,Lagoa Nova,230000
house,3.0,3.0,4.0,True,False,True,False,300.0,Candelaria,550000
house,4.0,4.0,6.0,False,False,True,False,200.0,Capim Macio,370000
house,3.0,5.0,4.0,False,False,True,False,180.0,Capim Macio,600000
house,4.0,3.0,4.0,False,True,True,False,200.0,Neopolis,1200000
house,5.0,4.0,3.0,False,False,True,False,184.0,Quintas,278000
house,3.0,3.0,2.0,False,False,True,False,150.0,Candelaria,330000
house,3.0,1.0,4.0,False,False,True,False,228.0,Lagoa Nova,520000
house,3.0,1.0,2.0,False,False,True,False,110.0,Potengi,240000
house,6.0,7.0,3.0,True,True,True,False,260.0,Ponta Negra,950000
house,3.0,3.0,3.0,False,False,False,False,140.0,Pitimbu,235000
house,3.0,1.0,2.0,False,False,False,False,140.0,Lagoa Nova,390000
house,4.0,3.0,2.0,False,False,False,False,250.0,Pitimbu,300000
house,4.0,2.0,7.0,False,False,True,False,374.0,Lagoa Nova,700000
house,4.0,1.0,3.0,False,False,True,False,280.0,Morro Branco,380000
house,4.0,3.0,4.0,False,True,False,False,300.0,Lagoa Nova,450000
house,4.0,5.0,4.0,True,False,True,False,380.0,Lagoa Nova,600000
house,3.0,3.0,2.0,False,False,True,False,130.0,Neopolis,350000
house,5.0,3.0,2.0,False,True,True,False,130.0,Alecrim,220000
house,3.0,5.0,4.0,False,False,False,False,200.0,Candelaria,500000
house,4.0,3.0,8.0,True,False,True,False,200.0,Pitimbu,270000
house,3.0,1.0,1.0,False,False,False,False,200.0,Lagoa Nova,250000
house,3.0,4.0,3.0,True,False,False,False,256.0,Pitimbu,290000
house,5.0,6.0,8.0,True,False,True,False,500.0,Candelaria,1200000
house,3.0,1.0,2.0,False,False,False,False,180.0,POTILANDIA,370000
house,5.0,4.0,6.0,False,True,True,False,260.0,Capim Macio,750000
house,3.0,3.0,4.0,False,False,True,False,203.0,Candelaria,450000
house,1.0,4.0,4.0,True,False,False,False,460.0,Candelaria,790000
house,4.0,5.0,5.0,True,False,True,False,530.0,Candelaria,1200000
house,3.0,1.0,1.0,False,False,True,False,234.0,Lagoa Nova,400000
house,3.0,1.0,3.0,False,False,True,False,120.0,Pitimbu,198000
house,4.0,1.0,10.0,True,False,True,False,580.0,Capim Macio,960000
house,3.0,1.0,4.0,True,False,True,False,400.0,Candelaria,700000
house,3.0,1.0,4.0,True,False,True,False,550.0,Cidade Jardim,850000
house,3.0,1.0,1.0,False,False,True,False,300.0,Candelaria,480000
house,3.0,1.0,3.0,True,False,True,False,258.0,Pitimbu,350000
house,4.0,3.0,6.0,True,True,True,False,220.0,Capim Macio,750000
house,4.0,1.0,3.0,False,False,True,False,210.0,Neopolis,330000
house,5.0,5.0,2.0,False,False,False,False,210.0,Barro Vermelho,350000
house,4.0,5.0,3.0,False,True,True,False,240.0,Capim Macio,550000
house,4.0,3.0,2.0,False,False,False,False,177.0,Lagoa Nova,350000
house,4.0,3.0,8.0,False,True,True,False,255.0,Ponta Negra,650000
house,2.0,2.0,1.0,False,False,False,False,75.0,Planalto,150000
house,4.0,4.0,4.0,True,False,True,False,322.0,Ponta Negra,500000
house,4.0,5.0,4.0,True,False,True,False,209.0,Capim Macio,500000
house,4.0,1.0,6.0,True,False,True,False,481.0,San Vale,1200000
house,3.0,2.0,3.0,False,False,False,False,162.0,Candelaria,280000
house,3.0,4.0,2.0,True,True,True,False,250.0,Capim Macio,400000
house,6.0,4.0,2.0,False,False,False,False,250.0,Neopolis,425000
house,4.0,5.0,4.0,True,False,True,False,540.0,Lagoa Nova,2000000
house,4.0,4.0,4.0,True,True,True,False,200.0,Capim Macio,600000
house,4.0,3.0,2.0,False,False,False,False,140.0,Ponta Negra,250000
house,3.0,1.0,2.0,False,False,True,False,200.0,Pitimbu,400000
house,4.0,4.0,4.0,True,False,True,False,170.0,Nossa Senhora da Apresentacao,380000
house,4.0,5.0,4.0,True,False,True,False,320.0,Ponta Negra,750000
house,3.0,1.0,5.0,False,False,True,False,200.0,Candelaria,470000
house,3.0,3.0,5.0,True,False,True,False,290.0,Capim Macio,500000
house,4.0,3.0,8.0,True,False,True,False,270.0,Lagoa Nova,750000
house,4.0,3.0,4.0,False,False,False,False,369.0,Pitimbu,380000
house,4.0,3.0,5.0,True,False,True,False,500.0,Ponta Negra,480000
house,3.0,3.0,2.0,False,False,False,False,228.0,Lagoa Nova,395000
house,3.0,2.0,1.0,False,True,True,False,177.0,Capim Macio,280000
house,3.0,1.0,2.0,False,False,False,False,130.0,Lagoa Nova,650000
house,4.0,4.0,6.0,True,False,True,False,399.0,Lagoa Nova,729000
house,3.0,2.0,2.0,False,False,False,False,120.0,Ponta Negra,350000
house,3.0,2.0,2.0,False,False,True,False,215.0,Petropolis,350000
house,2.0,1.0,2.0,False,False,False,False,165.0,Pitimbu,200000
house,7.0,6.0,10.0,True,False,True,False,500.0,Capim Macio,850000
house,3.0,2.0,2.0,False,False,False,False,180.0,Candelaria,350000
house,4.0,5.0,3.0,False,True,True,False,312.0,Capim Macio,495000
house,3.0,3.0,1.0,False,True,False,False,153.0,Alecrim,390000
house,3.0,3.0,2.0,False,True,False,False,160.0,PARNAMIRIM,250000
house,3.0,1.0,2.0,False,False,True,False,194.0,Lagoa Nova,490000
house,4.0,3.0,2.0,False,False,False,False,218.0,POTILANDIA,432000
house,1.0,4.0,4.0,False,False,True,False,370.0,Lagoa Nova,1000000
house,3.0,3.0,2.0,False,False,False,False,160.0,Neopolis,340000
house,2.0,1.0,2.0,False,False,True,False,117.0,Ponta Negra,350000
house,3.0,4.0,2.0,False,False,False,False,135.0,Tirol,250000
house,3.0,2.0,2.0,False,False,False,False,233.0,Tirol,480000
house,5.0,1.0,10.0,False,False,True,False,400.0,San Vale,650000
house,4.0,3.0,6.0,False,False,False,False,384.0,Capim Macio,700000
house,4.0,1.0,2.0,False,False,False,False,179.0,Capim Macio,400000
house,8.0,4.0,2.0,False,False,False,False,196.0,Tirol,450000
house,5.0,1.0,1.0,True,False,True,False,200.0,Lagoa Nova,350000
house,4.0,4.0,6.0,False,False,True,False,200.0,Capim Macio,750000
house,3.0,1.0,2.0,False,False,False,False,107.0,Lagoa Nova,350000
house,6.0,1.0,12.0,False,False,True,False,800.0,Tirol,2400000
house,4.0,1.0,1.0,False,False,False,False,270.0,PARNAMIRIM,420000
house,3.0,2.0,4.0,False,False,True,False,250.0,Neopolis,270000
house,5.0,4.0,3.0,True,True,True,False,350.0,Potengi,580000
house,4.0,4.0,2.0,True,False,True,False,299.0,Capim Macio,590000
house,4.0,1.0,4.0,False,False,False,False,300.0,Candelaria,590000
house,4.0,1.0,3.0,False,False,True,False,238.0,Pitimbu,340000
house,4.0,1.0,1.0,True,False,True,False,380.0,Ponta Negra,600000
house,7.0,2.0,5.0,False,False,True,False,410.0,Barro Vermelho,980000
house,4.0,1.0,2.0,False,False,False,False,324.0,Ponta Negra,600000
house,3.0,1.0,5.0,False,False,True,False,227.0,Lagoa Seca,450000
house,3.0,1.0,2.0,True,False,True,False,350.0,San Vale,1300000
house,3.0,1.0,3.0,False,False,True,False,140.0,Lagoa Nova,300000
house,4.0,1.0,3.0,False,False,True,False,200.0,Potengi,400000
house,4.0,1.0,6.0,True,False,True,False,500.0,Candelaria,1200000
house,4.0,6.0,6.0,False,False,False,False,385.0,Ponta Negra,1700000
house,4.0,1.0,3.0,False,False,False,False,200.0,Ponta Negra,420000
house,4.0,6.0,6.0,True,False,False,False,600.0,Candelaria,800000
house,1.0,1.0,1.0,False,False,False,False,770.0,Barro Vermelho,450000
house,5.0,1.0,1.0,False,False,False,False,360.0,Lagoa Nova,440000
house,2.0,1.0,1.0,False,False,False,False,50.0,Nossa Senhora da Apresentacao,60000
house,3.0,3.0,2.0,False,True,True,False,200.0,Lagoa Nova,350000
house,3.0,4.0,4.0,True,False,True,False,431.0,Capim Macio,630000
house,3.0,1.0,3.0,False,False,False,False,300.0,Lagoa Nova,370000
house,2.0,1.0,1.0,True,False,True,False,98.0,Pajucara,80000
house,2.0,1.0,1.0,False,False,False,False,370.0,Petropolis,400000
house,4.0,5.0,6.0,False,False,True,False,520.0,Candelaria,1300000
house,4.0,4.0,2.0,False,False,True,False,207.0,Neopolis,380000
house,4.0,3.0,4.0,True,False,False,False,170.0,Nossa Senhora da Apresentacao,380000
house,3.0,2.0,2.0,False,False,False,False,176.0,sept Rosado,310000
house,3.0,2.0,4.0,False,False,True,False,160.0,Ponta Negra,450000
house,5.0,3.0,1.0,False,False,False,False,300.0,Lagoa Nova,500000
house,3.0,1.0,1.0,False,False,False,False,702.0,Alecrim,520000
house,3.0,4.0,2.0,False,False,False,False,274.0,Capim Macio,450000
house,4.0,2.0,2.0,False,False,True,False,450.0,Neopolis,470000
house,4.0,1.0,3.0,False,False,True,False,300.0,Lagoa Nova,490000
house,1.0,1.0,1.0,False,False,False,False,445.0,Ponta Negra,650000
house,4.0,6.0,4.0,False,False,False,False,350.0,Capim Macio,520000
house,5.0,2.0,5.0,False,False,True,False,250.0,Lagoa Nova,620000
house,4.0,1.0,1.0,True,False,True,False,270.0,Redinha,330000
house,11.0,1.0,3.0,False,False,True,False,325.0,Ponta Negra,580000
house,5.0,4.0,3.0,False,True,True,False,220.0,Capim Macio,499000
house,2.0,1.0,1.0,False,False,False,False,324.0,Lagoa Nova,540000
house,5.0,1.0,1.0,False,False,True,False,325.0,Barro Vermelho,620000
house,4.0,1.0,3.0,False,False,False,False,420.0,Candelaria,370000
house,4.0,3.0,4.0,False,False,False,False,230.0,Capim Macio,500000
house,6.0,1.0,7.0,True,False,True,False,600.0,Ponta Negra,3000000
house,6.0,3.0,4.0,False,True,True,False,639.0,Neopolis,800000
house,1.0,2.0,5.0,False,False,False,False,250.0,Lagoa Nova,540000
house,3.0,1.0,1.0,False,False,False,False,108.0,Lagoa Nova,280000
house,4.0,4.0,5.0,False,False,False,False,170.0,Capim Macio,480000
house,3.0,1.0,4.0,False,False,True,False,227.0,Lagoa Nova,500000
house,4.0,2.0,6.0,True,False,True,False,398.0,Lagoa Nova,750000
house,4.0,1.0,4.0,False,False,True,False,575.0,Lagoa Nova,829990
house,5.0,5.0,6.0,False,False,True,False,320.0,Pitimbu,550000
house,5.0,1.0,5.0,True,False,True,False,780.0,Candelaria,3200000
house,3.0,1.0,4.0,True,False,True,False,200.0,Pitimbu,300000
house,3.0,1.0,2.0,False,False,True,False,250.0,Candelaria,450000
house,3.0,6.0,8.0,True,False,True,False,230.0,Capim Macio,700000
house,4.0,1.0,3.0,True,False,True,False,257.0,Lagoa Nova,498000
house,3.0,1.0,3.0,True,False,True,False,231.0,Pitimbu,335000
house,5.0,4.0,2.0,False,False,False,False,350.0,Ponta Negra,495000
house,3.0,1.0,3.0,False,False,False,False,190.0,Pitimbu,270000
house,4.0,4.0,3.0,False,False,False,False,200.0,Lagoa Seca,450000
house,4.0,3.0,4.0,False,False,False,False,140.0,Pitimbu,200000
house,3.0,2.0,2.0,True,True,True,False,300.0,Pitimbu,520000
house,5.0,6.0,5.0,False,False,False,False,290.0,Pitimbu,275000
house,4.0,4.0,4.0,False,False,False,False,287.0,Candelaria,350000
house,3.0,1.0,6.0,False,False,True,False,250.0,Cidade Jardim,750000
house,3.0,1.0,1.0,False,False,False,False,140.0,Ponta Negra,260000
house,5.0,3.0,2.0,False,False,False,False,128.0,Lagoa Nova,349000
house,3.0,1.0,4.0,False,False,False,False,230.0,Lagoa Nova,380000
house,3.0,1.0,3.0,False,False,False,False,90.0,Ponta Negra,320000
house,3.0,6.0,8.0,True,False,True,False,230.0,Capim Macio,700000
house,3.0,1.0,3.0,False,False,False,False,145.0,Candelaria,295000
house,3.0,5.0,6.0,True,False,False,False,810.0,Candelaria,1100000
house,3.0,3.0,2.0,False,False,True,False,240.0,Pitimbu,350000
house,4.0,4.0,2.0,True,False,False,False,299.0,Capim Macio,590000
house,3.0,2.0,3.0,False,False,False,False,260.0,Capim Macio,750000
house,2.0,2.0,1.0,False,False,False,False,250.0,Neopolis,280000
house,7.0,4.0,2.0,False,False,True,False,300.0,Candelaria,650000
house,3.0,1.0,3.0,True,False,True,False,200.0,Capim Macio,400000
house,3.0,3.0,2.0,True,True,True,False,250.0,Ponta Negra,470000
house,3.0,1.0,1.0,False,False,True,False,150.0,Lagoa Nova,300000
house,2.0,1.0,2.0,False,False,True,False,166.0,Pitimbu,245000
house,3.0,4.0,4.0,True,True,True,False,278.0,Capim Macio,629900
house,5.0,6.0,3.0,False,False,True,False,290.0,Capim Macio,500000
house,4.0,5.0,1.0,True,False,True,False,300.0,Candelaria,550000
house,3.0,3.0,8.0,False,False,False,False,407.0,Lagoa Nova,940000
house,3.0,3.0,8.0,True,True,True,False,246.0,Capim Macio,1500000
house,3.0,1.0,4.0,True,False,True,False,380.0,Lagoa Nova,780000
house,4.0,3.0,5.0,True,False,True,False,800.0,Candelaria,800000
house,4.0,4.0,2.0,True,False,True,False,224.0,Capim Macio,550000
house,3.0,1.0,3.0,True,False,True,False,210.0,Candelaria,445000
house,3.0,3.0,2.0,True,False,False,False,128.0,Neopolis,320000
house,3.0,4.0,6.0,False,False,True,False,150.0,Ponta Negra,600000
house,4.0,4.0,4.0,False,False,True,False,193.0,Capim Macio,650000
house,2.0,1.0,1.0,False,False,True,False,245.0,Lagoa Nova,250000
house,3.0,2.0,1.0,True,False,True,False,300.0,Pitimbu,280000
house,4.0,5.0,1.0,False,False,False,False,296.0,Capim Macio,550000
house,3.0,1.0,2.0,False,False,True,False,230.0,Pitimbu,265000
house,4.0,1.0,10.0,True,False,True,False,541.0,Candelaria,800000
house,3.0,1.0,3.0,True,False,True,False,272.0,Lagoa Nova,780000
house,3.0,3.0,3.0,False,False,False,False,191.0,Capim Macio,370000
house,4.0,1.0,2.0,True,False,True,False,360.0,Potengi,580000
house,3.0,1.0,4.0,False,False,False,False,172.0,Ponta Negra,430000
house,3.0,1.0,1.0,False,False,True,False,300.0,Nossa Senhora da Apresentacao,7000000
house,4.0,1.0,6.0,False,False,False,False,300.0,Cidade Jardim,600000
house,3.0,1.0,2.0,False,False,False,False,180.0,Candelaria,330000
house,3.0,1.0,4.0,False,False,True,False,205.0,Capim Macio,400000
house,2.0,2.0,4.0,False,False,True,False,179.0,Capim Macio,450000
house,6.0,5.0,3.0,True,False,True,False,266.0,Capim Macio,530000
house,3.0,1.0,3.0,False,False,True,False,370.0,Capim Macio,950000
house,4.0,1.0,5.0,True,False,True,False,422.0,Cidade Jardim,1050000
house,4.0,4.0,4.0,True,False,True,False,2000.0,Candelaria,1600000
house,4.0,1.0,4.0,False,False,True,False,400.0,Candelaria,650000
house,4.0,3.0,1.0,False,False,False,False,300.0,Lagoa Nova,650000
house,5.0,5.0,6.0,True,False,False,False,390.0,Lagoa Nova,450000
house,4.0,1.0,1.0,False,False,False,False,420.0,Pitimbu,400000
