re_type,adv_bed,adv_bath,adv_park,pool,balcony,leisure,secondfloor,adv_size,district,adv_sale
house,4.0,2.0,4.0,True,True,True,False,400.0,Ponta Negra,1600000
house,3.0,2.0,1.0,False,True,True,False,250.0,Nossa Senhora da Apresentacao,140000
house,3.0,3.0,2.0,False,False,True,False,180.0,Nova Descoberta,370000
house,3.0,5.0,2.0,False,False,True,False,145.0,Capim Macio,420000
house,4.0,1.0,4.0,False,False,False,False,128.0,Barro Vermelho,499000
house,3.0,2.0,2.0,False,False,False,False,170.0,Planalto,150000
house,4.0,1.0,2.0,True,False,True,False,157.0,Capim Macio,580000
house,2.0,1.0,1.0,False,False,False,False,60.0,Ponta Negra,50000
house,3.0,2.0,2.0,True,False,True,False,350.0,Capim Macio,800000
house,3.0,3.0,2.0,False,False,True,False,184.0,Tirol,360000
house,4.0,5.0,4.0,False,True,True,False,263.0,Capim Macio,590000
house,3.0,4.0,1.0,False,False,False,False,144.0,Neopolis,630000
house,3.0,4.0,2.0,False,False,True,False,280.0,Neopolis,450000
house,4.0,5.0,4.0,True,False,True,False,200.0,Potengi,400000
house,3.0,1.0,4.0,False,True,True,False,360.0,Ponta Negra,500000
house,3.0,2.0,3.0,False,False,True,False,200.0,Pitimbu,280000
house,3.0,4.0,6.0,True,False,True,False,563.0,Candelaria,849000
house,3.0,3.0,6.0,True,False,True,False,160.0,Capim Macio,390000
house,3.0,4.0,3.0,False,False,True,False,137.0,Neopolis,450000
house,15.0,15.0,4.0,False,False,False,False,600.0,Ponta Negra,750000
house,3.0,5.0,2.0,False,True,True,False,220.0,Ponta Negra,525000
house,3.0,2.0,3.0,False,False,False,False,336.0,Nossa Senhora da Apresentacao,250000
house,3.0,3.0,2.0,False,False,False,False,190.0,de Nazare,375000
house,3.0,1.0,4.0,True,False,True,False,380.0,Lagoa Nova,800000
house,3.0,4.0,4.0,False,True,True,False,180.0,Candelaria,500000
house,3.0,2.0,3.0,False,False,True,False,130.0,Ponta Negra,300000
house,3.0,1.0,1.0,False,False,False,False,231.0,Pitimbu,249000
house,3.0,2.0,4.0,False,False,False,False,350.0,Neopolis,260000
house,2.0,1.0,3.0,False,True,False,False,75.0,Planalto,140000
house,4.0,3.0,3.0,True,False,True,False,450.0,Ponta Negra,1000000
house,4.0,1.0,4.0,False,False,True,False,180.0,Ponta Negra,350000
house,3.0,1.0,2.0,False,False,True,False,185.0,Pitimbu,240000
house,4.0,7.0,4.0,False,False,True,False,187.0,Capim Macio,800000
house,5.0,5.0,3.0,True,False,True,False,350.0,Capim Macio,520000
house,4.0,1.0,8.0,False,False,True,False,340.0,Lagoa Nova,680000
house,3.0,2.0,3.0,False,False,False,False,176.0,Lagoa Nova,550000
house,2.0,2.0,3.0,False,False,True,False,140.0,Cidade da Esperanca,160000
house,3.0,6.0,2.0,False,True,True,False,215.0,Petropolis,450000
house,3.0,2.0,2.0,False,False,True,False,125.0,Lagoa Nova,600000
house,4.0,2.0,2.0,True,False,True,False,140.0,Ponta Negra,250000
house,3.0,4.0,3.0,False,False,True,False,190.0,Ponta Negra,470000
house,4.0,3.0,2.0,False,False,False,False,178.0,Lagoa Nova,380000
house,2.0,2.0,1.0,False,False,False,False,70.0,Quintas,69000
house,12.0,5.0,2.0,False,False,False,False,400.0,Cidade Alta,280000
house,4.0,3.0,4.0,False,False,True,False,219.0,Pitimbu,400000
house,4.0,3.0,4.0,False,False,True,False,287.0,Ponta Negra,700000
house,3.0,1.0,4.0,False,False,True,False,240.0,Lagoa Nova,420000
house,2.0,3.0,1.0,False,False,False,False,256.0,Alecrim,450000
house,3.0,5.0,3.0,True,True,True,False,193.0,Pitimbu,650000
house,3.0,1.0,1.0,False,False,False,False,120.0,Alecrim,120000
house,4.0,5.0,3.0,True,False,True,False,704.0,Ponta Negra,850000
house,3.0,1.0,4.0,False,False,True,False,200.0,Pitimbu,360000
house,3.0,1.0,1.0,True,False,True,False,258.0,Pitimbu,350000
house,5.0,5.0,1.0,False,False,False,False,322.0,Lagoa Nova,880000
house,5.0,1.0,2.0,True,False,True,False,400.0,Capim Macio,590000
house,3.0,3.0,2.0,False,True,True,False,180.0,Ponta Negra,595000
house,4.0,6.0,1.0,False,False,False,False,270.0,Neopolis,500000
house,4.0,5.0,4.0,False,False,True,False,152.0,Ponta Negra,950000
house,4.0,2.0,2.0,False,True,True,False,210.0,Capim Macio,420000
house,2.0,2.0,2.0,False,False,True,False,178.0,Lagoa Nova,280000
house,3.0,3.0,4.0,False,False,True,False,150.0,Candelaria,600000
house,3.0,4.0,5.0,True,False,True,False,524.0,Lagoa Nova,750000
house,3.0,1.0,2.0,False,False,True,False,193.0,Neopolis,450000
house,3.0,2.0,2.0,False,False,True,False,140.0,Nossa Senhora da Apresentacao,140000
house,3.0,1.0,1.0,False,False,True,False,248.0,Lagoa Nova,300000
house,3.0,4.0,4.0,False,False,False,False,180.0,Lagoa Nova,370000
house,3.0,2.0,3.0,True,False,True,False,102.0,Planalto,220000
house,3.0,1.0,2.0,True,False,True,False,150.0,Candelaria,580000
house,4.0,4.0,6.0,True,True,True,False,420.0,Lagoa Nova,750000
house,3.0,1.0,6.0,False,False,True,False,121.0,Pitimbu,250000
house,3.0,3.0,3.0,True,True,True,False,314.0,Neopolis,950000
house,5.0,1.0,3.0,True,False,True,False,675.0,Candelaria,2000000
house,2.0,2.0,2.0,False,True,True,False,65.0,Planalto,153000
house,3.0,3.0,3.0,False,False,True,False,120.0,Neopolis,280000
house,4.0,4.0,2.0,False,True,True,False,179.0,Capim Macio,450000
house,3.0,4.0,4.0,False,False,False,False,373.0,Lagoa Nova,800000
house,4.0,1.0,6.0,False,False,False,False,280.0,Ponta Negra,375000
house,3.0,2.0,2.0,False,False,False,False,120.0,PARNAMIRIM,300000
house,2.0,2.0,3.0,False,False,False,False,75.0,Planalto,150000
house,3.0,1.0,4.0,False,False,True,False,130.0,Lagoa Nova,290000
house,3.0,4.0,3.0,False,False,False,False,150.0,Ponta Negra,350000
house,4.0,4.0,2.0,True,False,False,False,295.0,Capim Macio,550000
house,4.0,3.0,1.0,False,True,True,False,150.0,Barro Vermelho,260000
house,4.0,4.0,3.0,False,False,False,False,360.0,Pitimbu,315000
house,3.0,4.0,3.0,False,False,True,False,187.0,Candelaria,500000
house,3.0,1.0,3.0,False,False,True,False,302.0,Tirol,400000
house,4.0,3.0,3.0,False,False,False,False,160.0,Neopolis,399000
house,3.0,1.0,2.0,False,False,True,False,139.0,Planalto,250000
house,4.0,4.0,2.0,False,False,True,False,180.0,Capim Macio,390000
house,4.0,2.0,4.0,False,False,True,False,240.0,Cidade da Esperanca,370000
house,7.0,8.0,5.0,True,False,True,False,500.0,Capim Macio,1000000
house,3.0,1.0,6.0,False,False,True,False,375.0,Candelaria,700000
house,3.0,1.0,7.0,False,False,True,False,184.0,San Vale,410000
house,4.0,4.0,2.0,False,False,True,False,179.0,Capim Macio,400000
house,3.0,1.0,4.0,True,False,True,False,280.0,Lagoa Nova,400000
house,8.0,7.0,13.0,True,False,False,False,500.0,Capim Macio,950000
house,3.0,1.0,3.0,False,False,True,False,220.0,Lagoa Nova,385000
house,3.0,4.0,2.0,True,False,True,False,260.0,Capim Macio,595000
house,3.0,1.0,5.0,False,False,True,False,230.0,Lagoa Nova,400000
house,8.0,3.0,1.0,False,False,False,False,350.0,Candelaria,550000
house,5.0,5.0,4.0,False,True,True,False,420.0,Pitimbu,430000
house,4.0,1.0,4.0,True,False,True,False,222.0,Lagoa Nova,600000
house,4.0,1.0,4.0,False,False,True,False,208.0,Capim Macio,570000
house,3.0,3.0,2.0,False,False,False,False,200.0,Tirol,272000
house,4.0,1.0,1.0,False,False,False,False,108.0,Barro Vermelho,200000
house,3.0,2.0,2.0,False,False,True,False,120.0,Potengi,160000
house,5.0,4.0,5.0,True,True,True,False,240.0,Capim Macio,500000
house,4.0,3.0,2.0,True,False,True,False,360.0,Igapo,400000
house,4.0,5.0,1.0,False,False,False,False,150.0,Redinha,220000
house,2.0,2.0,2.0,False,True,True,False,77.0,Planalto,150000
house,5.0,1.0,1.0,False,False,False,False,320.0,Alecrim,299000
house,3.0,1.0,3.0,True,False,True,False,220.0,Pitimbu,290000
house,4.0,6.0,4.0,True,False,True,False,320.0,Capim Macio,850000
house,3.0,1.0,2.0,False,False,True,False,144.0,Candelaria,320000
house,4.0,4.0,4.0,False,True,True,False,230.0,Lagoa Nova,500000
house,4.0,1.0,5.0,False,False,True,False,231.0,Morro Branco,680000
house,4.0,4.0,4.0,False,False,False,False,365.0,Candelaria,650000
house,4.0,3.0,1.0,False,False,False,False,150.0,Lagoa Nova,265000
house,3.0,1.0,1.0,False,False,True,False,110.0,Lagoa Nova,370000
house,3.0,1.0,1.0,False,True,False,False,85.0,Planalto,70000
house,3.0,1.0,1.0,False,True,True,False,180.0,Barro Vermelho,450000
house,3.0,1.0,2.0,False,False,True,False,270.0,Lagoa Nova,450000
house,9.0,6.0,1.0,False,False,False,False,250.0,Petropolis,285000
house,3.0,3.0,1.0,False,False,True,False,217.0,Pitimbu,250000
house,3.0,4.0,4.0,True,False,True,False,240.0,Pitimbu,370000
house,5.0,5.0,5.0,True,True,True,False,210.0,Pitimbu,650000
house,3.0,3.0,3.0,False,False,True,False,220.0,Pitimbu,260000
house,3.0,1.0,3.0,True,False,True,False,180.0,Candelaria,590000
house,2.0,2.0,1.0,True,False,True,False,61.0,Planalto,169900
house,3.0,1.0,2.0,False,False,True,False,180.0,POTILANDIA,550000
house,3.0,3.0,2.0,False,False,False,False,176.0,Lagoa Nova,530000
house,4.0,5.0,7.0,False,False,True,False,330.0,Capim Macio,740000
house,4.0,5.0,4.0,True,True,True,False,442.0,Ponta Negra,2000000
house,6.0,6.0,8.0,False,True,True,False,574.0,Candelaria,1800000
house,3.0,1.0,4.0,False,False,True,False,250.0,Barro Vermelho,450000
house,3.0,1.0,1.0,False,False,True,False,229.0,Capim Macio,550000
house,6.0,2.0,2.0,False,False,True,False,231.0,Tirol,620000
house,4.0,1.0,4.0,True,False,True,False,269.0,Candelaria,650000
house,4.0,1.0,5.0,True,False,True,False,360.0,Candelaria,700000
house,4.0,1.0,5.0,False,False,True,False,548.0,Barro Vermelho,600000
house,3.0,1.0,4.0,False,False,True,False,217.0,Lagoa Nova,700000
house,5.0,3.0,4.0,False,False,False,False,420.0,Lagoa Nova,650000
house,4.0,2.0,4.0,False,False,True,False,179.0,Cidade Alta,430000
house,3.0,1.0,8.0,True,False,True,False,380.0,Candelaria,750000
house,6.0,1.0,10.0,True,False,True,False,800.0,Cidade Jardim,1500000
house,4.0,6.0,3.0,False,True,True,False,241.0,Capim Macio,650000
house,3.0,1.0,2.0,False,False,False,False,190.0,Candelaria,350000
house,4.0,5.0,2.0,True,True,True,False,400.0,Ponta Negra,1850000
house,5.0,1.0,3.0,False,False,False,False,254.0,Capim Macio,649900
house,4.0,2.0,3.0,False,False,False,False,293.0,Neopolis,470000
house,4.0,1.0,3.0,False,False,True,False,350.0,Candelaria,500000
house,4.0,5.0,4.0,True,False,True,False,410.0,Candelaria,1000000
house,3.0,4.0,3.0,False,False,False,False,200.0,Lagoa Nova,400000
house,6.0,3.0,3.0,False,False,True,False,119.0,Pitimbu,300000
house,3.0,3.0,1.0,False,False,False,False,120.0,Quintas,180000
house,5.0,5.0,4.0,False,False,False,False,460.0,Capim Macio,630000
house,3.0,1.0,5.0,True,False,True,False,280.0,Capim Macio,530000
house,3.0,3.0,3.0,False,True,True,False,220.0,Neopolis,350000
house,6.0,6.0,2.0,False,False,False,False,800.0,Capim Macio,750000
house,4.0,2.0,1.0,False,False,True,False,300.0,Barro Vermelho,350000
house,3.0,3.0,3.0,False,False,True,False,300.0,Lagoa Nova,270000
house,3.0,1.0,3.0,False,False,True,False,200.0,Morro Branco,400000
house,4.0,1.0,3.0,True,False,True,False,220.0,Petropolis,480000
house,3.0,1.0,2.0,False,False,True,False,197.0,Lagoa Nova,450000
house,3.0,5.0,4.0,False,False,False,False,200.0,Capim Macio,580000
house,3.0,1.0,3.0,False,False,True,False,280.0,Lagoa Nova,600000
house,3.0,1.0,6.0,True,False,True,False,425.0,Capim Macio,900000
house,7.0,5.0,4.0,True,False,True,False,380.0,Capim Macio,2500000
house,4.0,5.0,4.0,True,False,False,False,400.0,Capim Macio,450000
house,3.0,3.0,2.0,False,False,True,False,160.0,Tirol,360000
house,3.0,2.0,2.0,False,False,True,False,100.0,Neopolis,220000
house,2.0,2.0,2.0,False,False,False,False,100.0,Lagoa Nova,289900
house,3.0,2.0,2.0,False,False,False,False,240.0,Ponta Negra,320000
house,5.0,3.0,4.0,False,False,True,False,240.0,Candelaria,330000
house,3.0,1.0,6.0,False,False,False,False,160.0,Alecrim,335000
house,4.0,5.0,10.0,True,True,True,False,767.0,Candelaria,1250000
house,4.0,5.0,4.0,True,False,True,False,372.0,Candelaria,1700000
house,4.0,3.0,3.0,False,False,True,False,275.0,Candelaria,450000
house,3.0,1.0,1.0,False,False,False,False,218.0,Tirol,330000
house,3.0,4.0,4.0,False,False,True,False,140.0,Neopolis,380000
house,5.0,3.0,4.0,False,False,True,False,200.0,Candelaria,330000
house,4.0,2.0,5.0,True,False,True,False,270.0,Lagoa Nova,400000
house,3.0,2.0,1.0,False,False,True,False,143.0,Capim Macio,420000
house,4.0,1.0,4.0,False,False,True,False,288.0,Ponta Negra,2000000
house,3.0,1.0,3.0,False,False,True,False,240.0,Lagoa Nova,525000
house,3.0,1.0,3.0,False,False,True,False,312.0,Candelaria,450000
house,4.0,3.0,4.0,True,False,True,False,320.0,Ponta Negra,650000
house,4.0,4.0,2.0,True,False,False,False,295.0,Capim Macio,550000
house,4.0,3.0,3.0,False,False,True,False,177.0,Ponta Negra,360000
house,4.0,1.0,3.0,True,False,True,False,450.0,Lagoa Nova,800000
house,3.0,4.0,3.0,False,False,False,False,160.0,Lagoa Nova,370000
house,2.0,1.0,4.0,False,False,True,False,109.0,Neopolis,300000
house,3.0,1.0,2.0,False,False,True,False,138.0,Igapo,380000
house,5.0,1.0,4.0,True,False,True,False,347.0,Neopolis,500000
house,3.0,3.0,3.0,True,True,True,False,150.0,Ponta Negra,850000
house,3.0,1.0,2.0,True,True,True,False,180.0,Neopolis,380000
house,3.0,1.0,2.0,False,False,True,False,140.0,Capim Macio,470000
house,2.0,1.0,5.0,False,False,True,False,90.0,Nossa Senhora da Apresentacao,90000
house,4.0,2.0,2.0,False,False,True,False,154.0,Ponta Negra,350000
house,3.0,3.0,1.0,False,False,False,False,180.0,Lagoa Nova,550000
house,4.0,5.0,2.0,True,True,True,False,240.0,Pitimbu,650000
house,2.0,1.0,1.0,False,False,False,False,110.0,Lagoa Seca,250000
house,3.0,1.0,3.0,True,False,True,False,210.0,Capim Macio,600000
house,3.0,5.0,4.0,False,False,True,False,200.0,Capim Macio,700000
house,3.0,5.0,4.0,True,False,True,False,375.0,Ponta Negra,700000
house,3.0,1.0,4.0,False,False,True,False,160.0,Pitimbu,245000
house,4.0,1.0,2.0,True,False,True,False,440.0,Ponta Negra,1800000
house,4.0,2.0,3.0,False,False,False,False,276.0,Pitimbu,249000
house,3.0,3.0,6.0,False,False,False,False,405.0,Pitimbu,350000
house,3.0,3.0,2.0,False,True,True,False,200.0,Capim Macio,430000
house,4.0,2.0,3.0,False,True,True,False,260.0,Lagoa Nova,595000
house,4.0,1.0,3.0,True,False,True,False,250.0,Lagoa Nova,1000000
house,5.0,5.0,2.0,False,False,True,False,200.0,Cidade Jardim,450000
house,3.0,3.0,3.0,False,True,True,False,200.0,Ponta Negra,390000
house,3.0,2.0,3.0,False,False,True,False,144.0,Candelaria,300000
house,3.0,1.0,3.0,False,False,True,False,190.0,Lagoa Nova,350000
house,4.0,4.0,4.0,False,False,True,False,320.0,Pitimbu,380000
house,5.0,5.0,3.0,True,False,True,False,278.0,Candelaria,700000
house,3.0,3.0,3.0,False,False,True,False,200.0,Ponta Negra,650000
house,3.0,1.0,4.0,False,True,True,False,116.0,Ponta Negra,320000
house,3.0,2.0,2.0,False,False,True,False,180.0,Candelaria,350000
house,5.0,1.0,3.0,False,False,True,False,234.0,Pitimbu,298000
house,3.0,2.0,2.0,False,False,True,False,155.0,Ponta Negra,380000
house,6.0,5.0,2.0,False,False,True,False,223.0,Lagoa Nova,550000
house,3.0,3.0,4.0,False,False,False,False,184.0,Ponta Negra,350000
house,4.0,6.0,2.0,False,True,True,False,260.0,Capim Macio,600000
house,3.0,2.0,3.0,False,False,True,False,121.0,Planalto,200000
house,1.0,4.0,5.0,False,False,True,False,264.0,sept Rosado,220000
house,4.0,2.0,1.0,False,False,True,False,325.0,Candelaria,500000
house,3.0,3.0,2.0,False,False,True,False,253.0,Pitimbu,250000
house,3.0,5.0,6.0,True,True,True,False,350.0,Candelaria,1499990
house,3.0,4.0,4.0,False,False,True,False,268.0,Capim Macio,800000
house,4.0,1.0,4.0,False,False,False,False,220.0,Lagoa Nova,450000
house,3.0,1.0,2.0,False,False,True,False,174.0,Candelaria,295000
house,3.0,4.0,5.0,False,True,True,False,357.0,Ponta Negra,700000
house,5.0,2.0,3.0,False,False,True,False,300.0,Ponta Negra,780000
house,4.0,5.0,3.0,True,False,True,False,211.0,Capim Macio,480000
house,4.0,1.0,2.0,True,False,True,False,614.0,Candelaria,750000
house,3.0,2.0,4.0,True,False,True,False,360.0,sept Rosado,1200000
house,5.0,4.0,2.0,False,True,False,False,250.0,Lagoa Nova,380000
house,5.0,3.0,1.0,False,True,True,False,300.0,Candelaria,330000
house,9.0,10.0,10.0,False,True,True,False,409.0,Lagoa Nova,600000
house,5.0,1.0,5.0,False,False,True,False,580.0,Capim Macio,2000000
house,3.0,4.0,3.0,True,False,True,False,300.0,Neopolis,650000
house,4.0,6.0,3.0,True,False,True,False,400.0,Lagoa Nova,950000
house,3.0,3.0,1.0,False,False,False,False,130.0,Tirol,300000
house,5.0,5.0,3.0,False,False,False,False,254.0,Capim Macio,644900
house,3.0,4.0,2.0,False,False,True,False,150.0,Candelaria,450000
house,4.0,2.0,6.0,False,True,True,False,384.0,Capim Macio,830000
house,3.0,1.0,6.0,False,False,False,False,260.0,Ponta Negra,350000
house,3.0,3.0,4.0,False,False,False,False,215.0,Morro Branco,450000
house,3.0,1.0,1.0,False,False,True,False,240.0,Alecrim,350000
house,4.0,5.0,7.0,False,False,True,False,385.0,Capim Macio,699000
house,3.0,3.0,2.0,False,False,True,False,260.0,Lagoa Nova,259000
house,3.0,1.0,4.0,False,False,True,False,201.0,Ponta Negra,480000
house,3.0,1.0,5.0,False,False,True,False,146.0,Lagoa Nova,440000
house,4.0,6.0,14.0,False,False,True,False,617.0,Capim Macio,2200000
house,3.0,1.0,3.0,False,False,True,False,290.0,Candelaria,430000
house,3.0,2.0,5.0,True,False,True,False,200.0,Ponta Negra,410000
house,4.0,5.0,2.0,True,False,True,False,262.0,Ponta Negra,1800000
house,3.0,3.0,3.0,True,False,True,False,160.0,Ponta Negra,350000
house,3.0,2.0,1.0,False,True,True,False,200.0,Lagoa Nova,280000
house,3.0,2.0,2.0,False,False,False,False,650.0,Capim Macio,360000
house,3.0,3.0,3.0,False,False,False,False,270.0,Lagoa Nova,700000
house,3.0,1.0,2.0,False,False,False,False,195.0,Barro Vermelho,260000
house,3.0,1.0,3.0,True,False,True,False,290.0,Lagoa Nova,1100000
house,4.0,3.0,4.0,False,False,False,False,321.0,Capim Macio,1300000
house,3.0,1.0,1.0,False,False,False,False,150.0,Cidade Alta,200000
house,3.0,5.0,4.0,True,False,True,False,300.0,Ponta Negra,750000
house,4.0,1.0,10.0,False,False,True,False,350.0,Candelaria,2000000
house,3.0,1.0,9.0,True,False,True,False,420.0,Lagoa Nova,800000
house,3.0,3.0,4.0,True,True,False,False,193.0,Capim Macio,450000
house,3.0,5.0,8.0,True,False,True,False,300.0,Capim Macio,680000
house,5.0,6.0,4.0,True,False,True,False,100.0,Candelaria,420000
house,2.0,1.0,1.0,False,False,True,False,120.0,sept Rosado,220000
house,5.0,1.0,4.0,True,False,True,False,320.0,Ponta Negra,575000
house,4.0,5.0,4.0,True,False,True,False,200.0,Potengi,400000
house,3.0,3.0,2.0,False,False,True,False,219.0,Lagoa Nova,680000
house,3.0,2.0,1.0,False,False,True,False,176.0,Lagoa Nova,550000
house,3.0,3.0,3.0,False,True,True,False,209.0,Ponta Negra,550000
house,2.0,1.0,2.0,False,False,False,False,100.0,Planalto,100000
house,3.0,1.0,4.0,False,False,True,False,116.0,Ponta Negra,320000
house,4.0,1.0,3.0,False,False,True,False,280.0,Pitimbu,450000
house,4.0,3.0,1.0,False,False,False,False,301.0,Capim Macio,680000
house,3.0,2.0,2.0,False,False,True,False,200.0,Candelaria,480000
house,3.0,1.0,2.0,False,False,True,False,300.0,Tirol,490000
house,3.0,2.0,2.0,False,False,False,False,173.0,Lagoa Nova,500000
house,3.0,3.0,1.0,False,False,True,False,186.0,Potengi,210000
house,5.0,6.0,3.0,True,False,True,False,350.0,Capim Macio,520000
house,8.0,4.0,2.0,False,False,True,False,260.0,sept Rosado,800000
house,8.0,10.0,6.0,True,True,True,False,870.0,Candelaria,1400000
house,4.0,5.0,3.0,False,True,True,False,240.0,Capim Macio,495000
house,3.0,2.0,1.0,False,False,True,False,165.0,Candelaria,350000
house,2.0,1.0,2.0,False,False,False,False,66.0,Planalto,120000
house,3.0,1.0,1.0,False,False,True,False,90.0,Lagoa Nova,180000
house,3.0,3.0,10.0,True,False,True,False,490.0,Ponta Negra,1500000
house,4.0,3.0,2.0,False,False,False,False,180.0,Tirol,600000
house,3.0,1.0,4.0,False,False,True,False,192.0,Lagoa Nova,550000
house,3.0,4.0,2.0,False,False,False,False,254.0,Pitimbu,320000
house,3.0,4.0,1.0,False,False,True,False,215.0,Capim Macio,750000
house,3.0,2.0,2.0,True,False,True,False,247.0,Capim Macio,620000
house,5.0,3.0,2.0,False,False,True,False,158.0,Pajucara,150000
house,4.0,3.0,2.0,False,True,False,False,250.0,Lagoa Nova,1200000
house,3.0,2.0,2.0,False,False,False,False,170.0,Planalto,150000
house,3.0,2.0,1.0,False,False,False,False,240.0,Lagoa Nova,280000
house,4.0,2.0,4.0,False,False,True,False,168.0,Neopolis,290000
house,4.0,4.0,1.0,True,True,True,False,297.0,Lagoa Nova,750000
house,4.0,5.0,4.0,True,False,True,False,398.0,Capim Macio,950000
house,3.0,1.0,7.0,False,False,True,False,275.0,Potengi,400000
house,3.0,2.0,4.0,False,False,True,False,180.0,Neopolis,270000
house,4.0,4.0,6.0,True,True,True,False,250.0,Capim Macio,529000
house,3.0,3.0,1.0,True,True,True,False,280.0,Candelaria,598990
house,3.0,1.0,1.0,False,False,True,False,100.0,Potengi,180000
house,2.0,2.0,9.0,False,False,False,False,108.0,Ponta Negra,350000
house,3.0,2.0,4.0,False,False,True,False,170.0,Capim Macio,450000
house,3.0,2.0,1.0,False,False,False,False,200.0,Alecrim,210000
house,4.0,4.0,2.0,True,False,True,False,209.0,Capim Macio,580000
house,4.0,2.0,2.0,False,False,True,False,210.0,Barro Vermelho,320000
house,4.0,5.0,3.0,False,False,False,False,548.0,Barro Vermelho,600000
house,3.0,3.0,4.0,False,False,False,False,144.0,Cidade Verde,330000
house,4.0,5.0,2.0,False,False,True,False,247.0,Capim Macio,650000
house,3.0,1.0,3.0,False,False,True,False,200000.0,Nossa Senhora da Apresentacao,90000
house,5.0,3.0,3.0,True,False,True,False,380.0,Ponta Negra,900000
house,3.0,4.0,4.0,True,False,True,False,226.0,Lagoa Nova,800000
house,3.0,2.0,4.0,False,False,True,False,119.0,Ponta Negra,950000
house,3.0,3.0,10.0,False,False,False,False,200.0,POTILANDIA,650000
house,3.0,4.0,2.0,True,False,True,False,194.0,Lagoa Nova,500000
house,2.0,3.0,2.0,False,False,True,False,140.0,Ponta Negra,245000
house,3.0,3.0,3.0,False,False,True,False,219.0,Lagoa Nova,450000
house,4.0,5.0,2.0,True,False,True,False,279.0,Capim Macio,600000
house,4.0,1.0,1.0,True,False,False,False,360.0,Candelaria,450000
house,5.0,5.0,2.0,True,False,True,False,346.0,Candelaria,600000
house,3.0,2.0,2.0,False,False,True,False,200.0,Lagoa Nova,370000
house,3.0,2.0,3.0,False,False,True,False,190.0,Candelaria,410000
house,3.0,1.0,10.0,False,False,True,False,147.0,Barro Vermelho,480000
house,7.0,10.0,4.0,True,True,True,False,436.0,Ponta Negra,720000
house,6.0,1.0,1.0,False,False,True,False,156.0,Lagoa Nova,275000
house,3.0,3.0,2.0,False,True,True,False,220.0,Pitimbu,320000
house,3.0,1.0,4.0,True,False,True,False,320.0,Candelaria,450000
house,3.0,4.0,2.0,True,False,True,False,280.0,Lagoa Nova,800000
house,4.0,4.0,4.0,False,False,False,False,200.0,Barro Vermelho,330000
house,5.0,5.0,4.0,False,False,True,False,294.0,Tirol,1000000
house,3.0,3.0,4.0,False,False,True,False,540.0,Ponta Negra,1800000
house,3.0,2.0,3.0,False,False,True,False,170.0,Pitimbu,410000
house,3.0,5.0,3.0,True,False,True,False,300.0,Capim Macio,750000
house,3.0,2.0,2.0,False,False,True,False,150.0,Neopolis,190000
house,3.0,6.0,4.0,True,False,True,False,450.0,Capim Macio,435000
house,2.0,2.0,4.0,False,False,True,False,200.0,Redinha,430000
house,3.0,3.0,2.0,True,False,True,False,320.0,Capim Macio,520000
house,4.0,1.0,8.0,False,False,True,False,630.0,Capim Macio,830000
house,3.0,2.0,3.0,False,False,True,False,168.0,Lagoa Nova,300000
house,4.0,5.0,6.0,False,False,True,False,176.0,Pitimbu,229999
house,4.0,5.0,8.0,False,True,True,False,230.0,Lagoa Nova,450000
house,3.0,1.0,4.0,False,False,False,False,170.0,Nova Descoberta,450000
house,3.0,2.0,2.0,False,False,True,False,319.0,Tirol,460000
house,4.0,5.0,4.0,True,True,True,False,539.0,Candelaria,900000
house,2.0,2.0,3.0,False,False,True,False,100.0,Ponta Negra,390000
house,4.0,4.0,6.0,True,True,True,False,350.0,Capim Macio,980000
house,8.0,5.0,13.0,True,False,False,False,950.0,Ponta Negra,1999900
house,3.0,2.0,3.0,False,False,True,False,220.0,Ponta Negra,520000
house,4.0,5.0,1.0,False,False,True,False,241.0,Capim Macio,495000
house,3.0,3.0,2.0,False,False,True,False,270.0,Capim Macio,550000
house,3.0,3.0,2.0,False,True,True,False,210.0,Pitimbu,370000
house,3.0,2.0,2.0,False,False,True,False,120.0,Ponta Negra,500000
house,3.0,2.0,4.0,True,False,True,False,274.0,Ponta Negra,370000
house,4.0,3.0,3.0,False,False,True,False,208.0,Pitimbu,278900
house,4.0,6.0,4.0,True,True,True,False,650.0,Capim Macio,885000
house,4.0,3.0,2.0,False,False,True,False,143.0,Pitimbu,290000
house,3.0,4.0,4.0,False,False,False,False,249.0,Capim Macio,750000
house,4.0,4.0,1.0,False,False,True,False,189.0,Lagoa Seca,350000
house,2.0,2.0,2.0,False,False,True,False,198.0,Candelaria,280000
house,3.0,3.0,3.0,False,False,True,False,394.0,Neopolis,550000
house,3.0,2.0,5.0,True,False,True,False,200.0,Redinha,400000
house,4.0,1.0,1.0,False,False,True,False,360.0,Pitimbu,250000
house,4.0,3.0,4.0,False,False,True,False,300.0,Tirol,750000
house,5.0,4.0,3.0,False,False,True,False,450.0,Capim Macio,750000
house,3.0,3.0,4.0,False,False,True,False,191.0,Lagoa Nova,390000
house,3.0,1.0,2.0,False,False,True,False,202.0,Lagoa Nova,420000
house,6.0,7.0,12.0,False,True,True,False,850.0,Candelaria,1600000
house,2.0,2.0,1.0,False,False,False,False,170.0,Planalto,180000
house,2.0,1.0,1.0,False,False,False,False,149.0,Candelaria,300000
house,7.0,4.0,2.0,True,False,True,False,900.0,Capim Macio,800000
house,3.0,1.0,5.0,False,False,True,False,250.0,Candelaria,530000
