adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Abaetï¿½  2880 - Capim Macio  Natal - RN,R$ 294000,NotFound,3,2,1,170, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a shopping / Proximo a escola / Proximo a hospitais / Jardim / Quintal / Garagem / Lavanderia / Cozinha / Area de servico ,Capim Macio,house
Rua Patu  2522 - Lagoa Nova  Natal - RN,R$ 380000,NotFound,4,4,3,240, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Vista exterior / Area de servico / Cozinha / Lavanderia / Garagem / Sistema de alarme / Churrasqueira / Jardim / Espaco gourmet ,Lagoa Nova,house
Rua Padre Antï¿½nio - Lagoa Seca  Natal - RN,R$ 250000,NotFound,4,3,2,280, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Lagoa Seca,house
Redinha  Natal - RN,R$ 135000,NotFound,7,2,5,250, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Depï¿½sito / Garagem / Area de servico / Vista exterior / Vista para o mar ,Redinha,house
Rua Voluntï¿½rios da Pï¿½tria - Cidade Alta  Natal - RN,R$ 160000,NotFound,3,3,2,100, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior ,Cidade Alta,house
Rua Francisco Gurgel  50 - Ponta Negra  Natal - RN,R$ 5200000,NotFound,5,6,NotFound,500, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Depï¿½sito / Mobiliado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Churrasqueira / Jardim / Espaco gourmet / Piscina / Espaco verde / Parque / Piscina para adulto / Vista para o mar / Sistema de alarme / Vigia ,Ponta Negra,house
Rua Contador Manoel Raimundo de Aguiar  1853 - Lagoa Nova  Natal - RN,R$ 580000,NotFound,4,5,6,308, Quintal / Proximo a shopping / Perto de vias de acesso / Depï¿½sito / Jardim ,Lagoa Nova,house
Rua Augusto dos Anjos  2 - Candelï¿½ria  Natal - RN,R$ 244000,NotFound,3,3,4,200,NotFound,Candelaria,house
Lagoa Nova  Natal - RN,R$ 700000,NotFound,4,5,5,300,NotFound,Lagoa Nova,house
Rua Dom Expedito  100 - Candelï¿½ria  Natal - RN,R$ 300000,NotFound,4,1,2,190, Jardim / Perto de vias de acesso ,Candelaria,house
Rua Serra Camapuï¿½ - Pitimbu  Natal - RN,R$ 180000,NotFound,2,2,3,120,NotFound,Pitimbu,house
Rua das Algas  2150 - Ponta Negra  Natal - RN,R$ 350000,NotFound,NotFound,NotFound,NotFound,40,NotFound,Ponta Negra,house
Rua Doutor Joï¿½o Tinoco Filho  198 - Neopolis  Natal - RN,R$ 330000,R$ 1,3,2,2,180, Piscina / Quintal / Perto de vias de acesso / Seguranï¿½a 24h / Depï¿½sito / Proximo a shopping / Jardim ,Neopolis,house
Candelï¿½ria  Natal - RN,R$ 400000,NotFound,3,3,2,360, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Jardim / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Quintal / Area de servico ,Candelaria,house
Rua Voluntï¿½rios da Pï¿½tria  830 - Cidade Alta  Natal - RN,R$ 150000,NotFound,3,1,NotFound,100,NotFound,Cidade Alta,house
Rua Walter Duarte Pereira - Capim Macio  Natal - RN,R$ 420000,NotFound,4,2,2,210, Cozinha / Varanda / Churrasqueira / Proximo a shopping ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 400000,NotFound,3,2,1,250, Perto de vias de acesso / Depï¿½sito / Quintal / Proximo a shopping ,Lagoa Nova,house
Rua Walter Duarte Pereira - Capim Macio  Natal - RN,R$ 450000,NotFound,3,5,4,274, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Circuito de Seguranca / Churrasqueira / Jardim / Piscina ,Capim Macio,house
Rua Hï¿½lio Galvï¿½o - Ponta Negra  Natal - RN,R$ 1800000,NotFound,3,5,4,320, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Varanda / Depï¿½sito / Mobiliado / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Ar-condicionado / Churrasqueira / Jardim / Espaco gourmet / Piscina / Sauna / Vista para o mar ,Ponta Negra,house
Rua Berilo Wanderley  2007 - Lagoa Nova  Natal - RN,R$ 360000,NotFound,3,2,5,470, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Jardim / Cozinha / Area de servico / Sistema de alarme / Seguranï¿½a 24h ,Lagoa Nova,house
Rua Aracitaba  123 - Neopolis  Natal - RN,R$ 500000,NotFound,3,6,5,270, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Jardim / Espaco gourmet / Sistema de alarme / Interfone / Circuito de Seguranca / Varanda / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Area de servico ,Neopolis,house
Avenida Odilon Gomes de Lima - Capim Macio  Natal - RN,R$ 600000,NotFound,3,4,4,219, Piscina / Varanda / Ar-condicionado / Sistema de alarme / Quintal / Perto de vias de acesso / Mobiliado / Proximo a shopping / Proximo a transporte pï¿½blico ,Capim Macio,house
Rua Sï¿½rgio Severo  1117 - Lagoa Nova  Natal - RN,R$ 500000,NotFound,3,4,4,227, Garagem / Lavanderia / TV a cabo / Conexï¿½o ï¿½ internet / Area de servico / Cozinha / Sistema de alarme / Vigia / Proximo a escola / Proximo a hospitais / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso ,Lagoa Nova,house
Rua Sargento Pedro Alves  291 - Barro Vermelho  Natal - RN,R$ 400000,NotFound,3,4,2,162, Ar-condicionado / Quintal / Proximo a shopping / Perto de vias de acesso ,Barro Vermelho,house
Candelï¿½ria  Natal - RN,R$ 270000,NotFound,3,1,1,240, Cozinha / Lavanderia / Area de servico ,Candelaria,house
Rua Murilo Melo  000 - Lagoa Nova  Natal - RN,R$ 650000,NotFound,4,4,4,300, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Area de servico / Cozinha / Garagem / Depï¿½sito / TV a cabo / Cabeamento estruturado ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 450000,NotFound,5,4,5,265, Proximo a shopping / Piscina / Espaco gourmet / Jardim / Perto de vias de acesso / Depï¿½sito / Quintal ,Lagoa Nova,house
Rua Felipe Cortez  1845 - Lagoa Nova  Natal - RN,R$ 530000,NotFound,4,6,6,235, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Serviï¿½os pï¿½blicos essenciais / Piscina / Jardim / Churrasqueira / Espaco gourmet ,Lagoa Nova,house
San Vale  Natal - RN,R$ 550000,NotFound,3,3,4,230, Churrasqueira / Cozinha / Interfone / Piscina / Quintal / Area de servico ,San Vale,house
Rua Isaac Pimentel  2002 - Lagoa Nova  Natal - RN,R$ 1050000,NotFound,5,6,10,275, Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Area de servico ,Lagoa Nova,house
Rua Eleusis Magnus Lopes Cardoso - Candelï¿½ria  Natal - RN,R$ 300000,NotFound,4,4,3,180, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Quintal / Conexï¿½o ï¿½ internet / TV a cabo / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Area de servico / Jardim / Espaco gourmet / Serviï¿½os pï¿½blicos essenciais / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Candelaria,house
Avenida Bernardo Vieira - Alecrim  Natal - RN,R$ 500000,NotFound,3,3,2,160, Perto de vias de acesso / Proximo a transporte pï¿½blico / Quintal / Interfone / Circuito de Seguranca / Churrasqueira ,Alecrim,house
Rua Vila do Mar - Ponta Negra  Natal - RN,R$ 490000,NotFound,3,4,4,255, Ar-condicionado / Quintal / Varanda / Depï¿½sito / Cabeamento estruturado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Area de servico / Vista exterior / Churrasqueira / Jardim / Piscina / Perto de vias de acesso / Proximo a transporte pï¿½blico / Sistema de alarme / Interfone ,Ponta Negra,house
Rua Clara Camarï¿½o  1971 - Candelï¿½ria  Natal - RN,R$ 220000,NotFound,3,1,4,100, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Depï¿½sito / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Area de servico / Espaco verde / Parque / Serviï¿½os pï¿½blicos essenciais ,Candelaria,house
Avenida Professor Olavo Montenegro  2918 - Capim Macio  Natal - RN,R$ 590000,NotFound,4,5,4,263, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Vista exterior / Area de servico / Sistema de alarme / Circuito de Seguranca / Churrasqueira / Jardim / Espaco gourmet / Espaco verde / Parque / Varanda gourmet ,Capim Macio,house
Capim Macio  Natal - RN,R$ 599000,NotFound,3,5,3,257, Depï¿½sito / Varanda / Proximo a shopping / Jardim / Interfone / Quintal / Sistema de alarme / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Garagem / Cabeamento estruturado / Cozinha / Lavanderia / Area de servico / Vista exterior ,Capim Macio,house
Rua Professor Bartolomeu Fagundes - Petropolis  Natal - RN,R$ 600000,NotFound,4,3,1,275, Ar-condicionado ,Petropolis,house
Neopolis  Natal - RN,R$ 500000,NotFound,5,6,NotFound,321,NotFound,Neopolis,house
Capim Macio  Natal - RN,R$ 590000,NotFound,4,5,3,237, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Ar-condicionado / Mobiliado / Garagem / Cozinha / Area de servico / Churrasqueira / Jardim ,Capim Macio,house
PARNAMIRIM  Natal - RN,R$ 99980,NotFound,2,2,1,58, Cozinha ,PARNAMIRIM,house
Avenida Rio Branco  00 - Cidade Alta  Natal - RN,R$ 320000,NotFound,3,2,2,150, Proximo a transporte pï¿½blico / Proximo a shopping / Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Quintal / Varanda / Garagem ,Cidade Alta,house
Rua Francisco Gurgel - Ponta Negra  Natal - RN,R$ 1700000,NotFound,4,5,3,442, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Jardim / Espaco gourmet / Piscina / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Circuito de Seguranca ,Ponta Negra,house
Pitimbu  Natal - RN,R$ 400000,NotFound,4,4,4,430, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Lavanderia / Cozinha / Area de servico / Jardim ,Pitimbu,house
Rua Aguinaldo Gurgel Jï¿½nior  2061 - Candelï¿½ria  Natal - RN,R$ 1150000,R$ 1.500,4,6,2,370, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Ar-condicionado / Quintal / Varanda / Mobiliado / Garagem / Cozinha / Area de servico / Vista exterior / Aquecimento / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Jardim / Espaco gourmet / Playground / Salao de jogos / Piscina para adulto / Espaco verde / Parque / Varanda gourmet ,Candelaria,house
Avenida Amintas Barros  1000 - Nossa Senhora de Nazare  Natal - RN,R$ 370000,NotFound,3,2,2,160,NotFound,de Nazare,house
Rua Desembargador Hemetï¿½rio Fernandes  1049 - Tirol  Natal - RN,R$ 343000,NotFound,3,3,1,180,NotFound,Tirol,house
Rua Sebastiï¿½o Medeiros  175 - Ponta Negra  Natal - RN,R$ 390000,NotFound,3,4,2,200, Garagem / Cozinha / Circuito de Seguranca / Seguranï¿½a 24h / Academia / Jardim / Churrasqueira / Piscina / Gramado ,Ponta Negra,house
Rua Josï¿½ Ribeiro Dantas  1983 - Lagoa Nova  Natal - RN,R$ 450000,NotFound,4,4,4,287, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Lavanderia / Cozinha / Area de servico ,Lagoa Nova,house
Rua Pastor Joaquim Batista de Araï¿½jo - Ponta Negra  Natal - RN,R$ 350000,NotFound,4,2,6,238, Perto de vias de acesso / Proximo a escola / Espaco gourmet / Jardim / Sistema de alarme / Condomï¿½nio fechado ,Ponta Negra,house
Rua Mar Del Plata  3825 - Felipe Camarï¿½o  Natal - RN,R$ 220000,NotFound,3,2,3,168, Ar-condicionado / Quintal / Depï¿½sito / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Circuito de Seguranca / Vigia ,Nossa Senhora da Apresentacao,house
Candelï¿½ria  Natal - RN,R$ 650000,NotFound,4,3,4,NotFound, Garagem ,Candelaria,house
Rua ï¿½nico Monteiro  2009 - Capim Macio  Natal - RN,R$ 615000,R$ 1,4,5,4,300, Depï¿½sito / Espaco gourmet / Jardim / Quintal / Perto de vias de acesso / Piscina / Sistema de alarme ,Capim Macio,house
Nova Descoberta  Natal - RN,R$ 450000,NotFound,3,1,3,170, Circuito de Seguranca / Cozinha / Interfone / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Nova Descoberta,house
Rua Ponta de Serrambi  2354 - Ponta Negra  Natal - RN,R$ 425000,NotFound,3,3,6,180, Sistema de alarme / Quintal / Perto de vias de acesso ,Ponta Negra,house
Rua Severino Soares  273 - Dix-sept Rosado  Natal - RN,R$ 200000,NotFound,2,1,2,116, Cozinha / Garagem / Varanda ,sept Rosado,house
Avenida Interventor Mï¿½rio Cï¿½mara - Lagoa Nova  Natal - RN,R$ 420000,NotFound,3,4,4,300,NotFound,Lagoa Nova,house
Rua Bauru  473 - Redinha  Natal - RN,R$ 290000,NotFound,3,4,8,160, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Circuito de Seguranca / Vigia / Churrasqueira / Jardim / Espaco gourmet / Piscina / Espaco verde / Parque / Piscina para adulto / Serviï¿½os pï¿½blicos essenciais / Vista para o mar ,Redinha,house
Ponta Negra  Natal - RN,R$ 280000,NotFound,1,1,4,60, Cozinha / Garagem ,Ponta Negra,house
Planalto  Natal - RN,R$ 100000,NotFound,2,1,NotFound,75, Cozinha / Quintal / Area de servico ,Planalto,house
Rua Professor Antï¿½nio Henrique de Melo  2086 - Capim Macio  Natal - RN,R$ 680000,NotFound,3,3,2,450, Cozinha / Piscina / Espaco gourmet / Quintal ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 540000,NotFound,4,4,2,210, Churrasqueira / Cozinha / Vista para o mar ,Ponta Negra,house
Rua Professor Hermï¿½genes Medeiros  3261 - Candelï¿½ria  Natal - RN,R$ 450000,NotFound,3,3,2,205, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Piscina / Sistema de alarme / Interfone ,Candelaria,house
Rua Desembargador Adauto Maia - Lagoa Nova  Natal - RN,R$ 2000000,NotFound,3,3,2,900, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 450000,NotFound,3,3,4,150, Jardim / Quintal / Interfone / Perto de vias de acesso ,Lagoa Nova,house
Rua Campo Florido  4894 - Neopolis  Natal - RN,R$ 280000,NotFound,3,3,3,250, Proximo a shopping / Cozinha / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Garagem / Area de servico / Interfone ,Neopolis,house
Rua do Ciprestes - Cidade Satelite  Natal - RN,R$ 350000,NotFound,3,4,3,258,NotFound,Pitimbu,house
Redinha  Natal - RN,R$ 500000,NotFound,5,1,4,600, Cozinha / Garagem / Varanda ,Redinha,house
Rua Ernesto Nazareth - Candelï¿½ria  Natal - RN,R$ 210000,NotFound,3,2,4,200,NotFound,Candelaria,house
Rua Iguatama  2993 - Neopolis  Natal - RN,R$ 280000,NotFound,3,2,2,120,NotFound,Neopolis,house
Nova Descoberta  Natal - RN,R$ 550000,NotFound,4,5,6,261, Ar-condicionado / Cozinha / Interfone / Jardim / Lavanderia / Piscina / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Nova Descoberta,house
Rua Manoel de Pininha - Ponta Negra  Natal - RN,R$ 750000,NotFound,3,5,4,300, Cozinha / Proximo a shopping / Piscina ,Ponta Negra,house
Rua dos Tororï¿½s - Lagoa Nova  Natal - RN,R$ 600000,NotFound,5,5,4,390,NotFound,Lagoa Nova,house
Rua Patativas  8087 - Pitimbu  Natal - RN,R$ 180000,NotFound,3,2,3,150,NotFound,Pitimbu,house
Pitimbu  Natal - RN,R$ 450000,NotFound,3,4,2,315, Ar-condicionado / Seguranï¿½a 24h / Quintal / Perto de vias de acesso / Jardim / Varanda ,Pitimbu,house
Lagoa Nova  Natal - RN,R$ 430000,NotFound,4,3,2,240, Cozinha / Interfone / Jardim / Sistema de alarme / Escritï¿½rio / Quintal / Area de servico ,Lagoa Nova,house
Rua Berilo Wanderley  2084 - Lagoa Nova  Natal - RN,R$ 450000,NotFound,3,3,3,410,NotFound,Lagoa Nova,house
Barro Vermelho  Natal - RN,R$ 850000,NotFound,5,1,2,520, Churrasqueira / Circuito de Seguranca / Cozinha / Interfone / Piscina / Jardim / Espaco verde / Parque / Area de servico ,Barro Vermelho,house
Pitimbu  Natal - RN,R$ 350000,NotFound,4,4,3,195, Churrasqueira / Ar-condicionado / Jardim / Proximo a shopping / Depï¿½sito / Mobiliado / Quintal / Interfone / Perto de vias de acesso ,Pitimbu,house
Rua Sï¿½o Gonï¿½alo  8 - Ponta Negra  Natal - RN,R$ 300000,NotFound,3,3,4,173, Cozinha / Academia / Varanda gourmet ,Ponta Negra,house
Rua das Algas  2286 - Ponta Negra  Natal - RN,R$ 400000,NotFound,4,5,4,300, Perto de vias de acesso / Proximo a escola / Quintal / Area de servico / Cozinha / Interfone ,Ponta Negra,house
Rua Engenheiro Bertoldo Gurgel  123 - Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,2,2,107, Perto de vias de acesso / Quintal / Jardim / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem ,Lagoa Nova,house
Rua Pedro Izidro de Medeiros  4 - Ponta Negra  Natal - RN,R$ 750000,NotFound,4,3,3,400, Jardim / Ar-condicionado / Perto de vias de acesso / Piscina / Sistema de alarme / Interfone / Churrasqueira / Quintal / Depï¿½sito ,Ponta Negra,house
Rua Maria Nazarï¿½ de Araï¿½jo  379 - Capim Macio  Natal - RN,R$ 550000,NotFound,3,4,2,230, Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso / Ar-condicionado / Quintal / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Circuito de Seguranca / Churrasqueira / Piscina ,Capim Macio,house
Rua Simon Bolï¿½var  1 - Neopolis  Natal - RN,R$ 339000,NotFound,3,3,2,185, Churrasqueira / Cozinha / Area de servico ,Neopolis,house
Capim Macio  Natal - RN,R$ 700000,NotFound,3,3,4,268, Cozinha / Escritï¿½rio / Ar-condicionado / Jardim ,Capim Macio,house
Rua das Algarobas - Pitimbu  Natal - RN,R$ 600000,NotFound,3,4,2,234, Perto de vias de acesso / Proximo a transporte pï¿½blico / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Churrasqueira / Jardim / Salao de festas / Quadra poliesportiva / Piscina / Espaco verde / Parque ,Pitimbu,house
Capim Macio  Natal - RN,R$ 295000,NotFound,3,2,2,175, Cozinha / Garagem / Ar-condicionado ,Capim Macio,house
Rua Brisa da Tarde  1907 - Candelï¿½ria  Natal - RN,R$ 340000,NotFound,5,4,2,260, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Espaco gourmet / Sistema de alarme / Vigia / Quintal / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior ,Candelaria,house
Avenida Gustavo Guedes - Capim Macio  Natal - RN,R$ 498000,NotFound,4,5,3,194, Mobiliado / Ar-condicionado ,Capim Macio,house
Rua Perito Josï¿½ Lourenï¿½o - Lagoa Nova  Natal - RN,R$ 280000,NotFound,3,2,2,200, Sistema de alarme / Garage band / Varanda / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Lagoa Nova,house
Rua Foz do Iguaï¿½u  86 - Pitimbu  Natal - RN,R$ 330000,NotFound,3,4,4,200, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Jardim / Espaco gourmet / Piscina / Quintal / Varanda / Cabeamento estruturado / Garagem / Cozinha / Lavanderia / Area de servico / Vista exterior / Espaco verde / Parque / Sistema de alarme / Interfone / Circuito de Seguranca ,Pitimbu,house
Rua Hï¿½lio Galvï¿½o - Ponta Negra  Natal - RN,R$ 1200000,NotFound,3,1,3,44067, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Garagem / Lavanderia / Area de servico / Vista exterior / Cozinha / Churrasqueira / Jardim / Piscina / Espaco verde / Parque / Vista para o mar ,Ponta Negra,house
Ponta Negra  Natal - RN,R$ 499900,NotFound,4,5,3,450, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Varanda / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Ponta Negra,house
Rua das Gaivotas - Pitimbu  Natal - RN,R$ 300000,NotFound,3,3,3,230, Churrasqueira / Jardim / Perto de vias de acesso / Quintal / Piscina / Depï¿½sito / Ar-condicionado ,Pitimbu,house
Redinha  Natal - RN,R$ 320000,NotFound,5,6,12,250, Varanda / Perto de vias de acesso / Quintal ,Redinha,house
Rua Genar Wanderley  330 - Nossa Senhora de Nazare  Natal - RN,R$ 330000,NotFound,4,3,2,200, Quintal / Depï¿½sito / Perto de vias de acesso / Jardim / Sistema de alarme / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Proximo a shopping / Garagem / Cozinha ,de Nazare,house
Rua Agostinho Almeida  1861 - Lagoa Nova  Natal - RN,R$ 480000,NotFound,4,5,3,200, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Depï¿½sito / Garagem / Cozinha / Area de servico / Piscina ,Lagoa Nova,house
Avenida das Amï¿½ricas - PARNAMIRIM  Natal - RN,R$ 590000,R$ 420,4,4,4,300, Cozinha / Churrasqueira / Piscina / Salao de jogos / Quadra poliesportiva / Garagem / Terra / Jardim ,PARNAMIRIM,house
Capim Macio  Natal - RN,R$ 599900,NotFound,3,5,4,186, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Area de servico ,Capim Macio,house
Rua Francisco Aires de Carvalho - Neopolis  Natal - RN,R$ 350000,NotFound,3,4,3,250, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Neopolis,house
Rua Joaquim Fabrï¿½cio  306 - Petropolis  Natal - RN,R$ 400000,NotFound,3,3,1,108, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Cozinha / Area de servico / Jardim ,Petropolis,house
Rua Desembargador Felipe Guerra  869 - Barro Vermelho  Natal - RN,R$ 380000,NotFound,3,3,1,135, Interfone / Perto de vias de acesso / Ar-condicionado ,Barro Vermelho,house
Rua Carlos Serrano - Lagoa Nova  Natal - RN,R$ 345000,NotFound,4,3,2,160, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico ,Lagoa Nova,house
Rua Professor Bilac de Farias  1817 - Capim Macio  Natal - RN,R$ 440000,NotFound,3,2,2,200, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Varanda / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Sistema de alarme / Interfone / Serviï¿½os pï¿½blicos essenciais / Churrasqueira / Jardim / Piscina ,Capim Macio,house
Neopolis  Natal - RN,R$ 410000,NotFound,3,1,1,214, Churrasqueira / Cozinha / Interfone / Piscina / TV a cabo / Area de servico ,Neopolis,house
Planalto  Natal - RN,R$ 150000,NotFound,3,1,1,180, Cozinha / Lavanderia / Quintal / Area de servico ,Planalto,house
Neopolis  Natal - RN,R$ 250000,NotFound,3,1,NotFound,230, Cozinha / Area de servico ,Neopolis,house
Rua Japi  30 - Lagoa Nova  Natal - RN,R$ 280000,NotFound,3,1,1,117, Lavanderia / Cozinha / Garagem / Quintal / Jardim ,Lagoa Nova,house
Rua ï¿½nico Monteiro - Capim Macio  Natal - RN,R$ 480000,NotFound,3,3,5,220, Perto de vias de acesso / Proximo a transporte pï¿½blico / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Interfone / Sistema de alarme / Churrasqueira / Jardim / Piscina ,Capim Macio,house
Rua Campo Florido  4894 - Neopolis  Natal - RN,R$ 280000,NotFound,3,3,3,200, Quintal / Perto de vias de acesso / Interfone / Proximo a shopping / Area de servico / Cozinha / Garagem / Ar-condicionado / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Vigia / Lavanderia ,Neopolis,house
Rua Serra de Caparaï¿½  1348 - Potengi  Natal - RN,R$ 350000,NotFound,3,4,2,210, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Varanda / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Churrasqueira / Jardim ,Potengi,house
