adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Lagoa Nova  Natal - RN,R$ 1100000,NotFound,3,4,3,470, Piscina / Mais de um andar / Interfone / Lavanderia / Quintal / Jardim / Area de servico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 195000,NotFound,2,1,1,55,NotFound,Ponta Negra,house
Ponta Negra  Natal - RN,R$ 850000,NotFound,3,1,4,282,NotFound,Ponta Negra,house
Cidade da Cidade da Esperanca  Natal - RN,R$ 230000,NotFound,3,3,6,199, Mais de um andar / Area de servico ,Cidade da Esperanca,house
Neopolis  Natal - RN,R$ 350000,NotFound,4,1,2,200,NotFound,Neopolis,house
Capim Macio  Natal - RN,R$ 695000,NotFound,4,1,4,290,NotFound,Capim Macio,house
Rua Joaquim Victor de Hollanda  1840 - Lagoa Nova  Natal - RN,R$ 750000,NotFound,4,2,3,300, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal ,Lagoa Nova,house
Cidade Satelite  Natal - RN,R$ 750000,NotFound,3,4,2,315,NotFound,Pitimbu,house
Cidade Jardim  Natal - RN,R$ 830000,NotFound,3,6,6,500,NotFound,Cidade Jardim,house
Cidade Satelite  Natal - RN,R$ 250000,NotFound,3,1,4,240,NotFound,Pitimbu,house
Rua Teatrï¿½logo Meira Pires  445 - Capim Macio  Natal - RN,R$ 590000,NotFound,4,5,3,312, TV a cabo / Ar-condicionado / Mobiliado / Interfone / Cozinha / Area de servico / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Depï¿½sito / Cabeamento estruturado / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Churrasqueira / Sistema de alarme / Circuito de Seguranca ,Capim Macio,house
Rua dos Potiguares  2324 - Nossa Senhora de Nazare  Natal - RN,R$ 420000,NotFound,3,4,4,240, Ar-condicionado / Cozinha / Interfone / Lavanderia / Escritï¿½rio / Quintal / Area de servico ,de Nazare,house
Pitimbu  Natal - RN,R$ 200000,NotFound,2,1,3,165,NotFound,Pitimbu,house
Lagoa Nova  Natal - RN,R$ 390000,NotFound,3,1,3,255,NotFound,Lagoa Nova,house
Redinha  Natal - RN,R$ 107000,NotFound,2,2,1,75,NotFound,Redinha,house
Rua Samaritana  68 - Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 130000,NotFound,2,1,2,120,NotFound,Nossa Senhora da Apresentacao,house
Barro Vermelho  Natal - RN,R$ 370000,NotFound,4,1,4,444,NotFound,Barro Vermelho,house
Petropolis  Natal - RN,R$ 380000,NotFound,4,1,2,214,NotFound,Petropolis,house
Morro Branco  Natal - RN,R$ 390000,NotFound,3,3,3,222,NotFound,Morro Branco,house
Rua Umarizal  1758 - Lagoa Nova  Natal - RN,R$ 280000,NotFound,3,1,2,108, Cozinha / Area de servico ,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 370000,NotFound,3,NotFound,3,350, Area de servico / Cozinha / Lavanderia ,Candelaria,house
Rua Francisco Aires de Carvalho  158 - Neopolis  Natal - RN,R$ 380000,NotFound,4,4,6,360, Cozinha / Interfone / Area de servico ,Neopolis,house
Rua Ijuï¿½  21 - Cidade da Cidade da Esperanca  Natal - RN,R$ 210000,NotFound,4,3,NotFound,134, Cozinha / Quintal / Area de servico ,Cidade da Esperanca,house
Rua Josï¿½ Braganï¿½a  9078 - Ponta Negra  Natal - RN,R$ 800000,NotFound,2,3,4,180, Cozinha / Interfone / Lavanderia / Vista para o mar / Area de servico ,Ponta Negra,house
Rua Joaquim Alves  1832 - Lagoa Nova  Natal - RN,R$ 650000,NotFound,3,4,4,274, Ar-condicionado / Cozinha / Interfone / Jardim / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Lagoa Nova,house
Rua Caramuru  1995 - Candelï¿½ria  Natal - RN,R$ 250000,NotFound,2,2,2,217, Cozinha / Lavanderia / Escritï¿½rio / Quintal / Area de servico ,Candelaria,house
Cidade Satelite  Natal - RN,R$ 320000,NotFound,3,3,2,200, Mais de um andar / Mobiliado / Area de servico ,Pitimbu,house
Pitimbu  Natal - RN,R$ 320000,NotFound,3,1,4,220,NotFound,Pitimbu,house
Rua Samaritana  68 - Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 125000,NotFound,2,1,2,120, Cozinha / Lavanderia / Quintal / Area de servico ,Nossa Senhora da Apresentacao,house
Rua Ilhï¿½us  2474 - Potengi  Natal - RN,R$ 590000,NotFound,5,6,4,391, Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Area de servico ,Potengi,house
Lagoa Nova  Natal - RN,R$ 1800000,NotFound,4,1,7,350,NotFound,Lagoa Nova,house
Rua Doutor Pedro Amorim  936 - Barro Vermelho  Natal - RN,R$ 550000,NotFound,4,4,3,300, Churrasqueira / Cozinha / Interfone / Jardim / Varanda / Quintal / Area de servico ,Barro Vermelho,house
Avenida Estrela do Mar  2187 - Ponta Negra  Natal - RN,R$ 1100000,NotFound,5,5,NotFound,449, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Piscina / Sistema de alarme / Escritï¿½rio / Quintal / Area de servico ,Ponta Negra,house
San Vale  Natal - RN,R$ 1100000,NotFound,3,4,4,326, Churrasqueira / Mais de um andar / Interfone / Quintal / Varanda / Jardim / Area de servico ,San Vale,house
Capim Macio  Natal - RN,R$ 400000,NotFound,3,1,2,359,NotFound,Capim Macio,house
Rua Bacharel Francisco Menezes de Melo  45 - Capim Macio  Natal - RN,R$ 500000,NotFound,5,4,6,435, Ar-condicionado / Cozinha / Interfone / Lavanderia / Piscina / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Rua Aguinaldo Gurgel Jï¿½nior  2070 - Candelï¿½ria  Natal - RN,R$ 1000000,NotFound,4,4,4,468, Cozinha / Interfone / Lavanderia / Mobiliado / Piscina / Sistema de alarme / Quintal / Area de servico ,Candelaria,house
Rua Bï¿½tula  7929 - Pitimbu  Natal - RN,R$ 280000,NotFound,3,2,3,89, Ar-condicionado / Cozinha / Piscina / TV a cabo / Quintal / Area de servico ,Pitimbu,house
Rua Presbï¿½tero Porfï¿½rio Gomes da Silva  1820 - Capim Macio  Natal - RN,R$ 500000,NotFound,3,4,9,195, Ar-condicionado / Cozinha / Interfone / Lavanderia / TV a cabo / Quintal / Area de servico ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 480000,NotFound,3,5,4,170, Mais de um andar / Interfone / Jardim / Area de servico ,Ponta Negra,house
Rua General Diï¿½scoro Valï¿½  31 - Capim Macio  Natal - RN,R$ 1300000,NotFound,5,5,4,600, Ar-condicionado / Varanda / Churrasqueira / Piscina / Proximo a shopping ,Capim Macio,house
Rua Historiador Francisco Fausto de Souza  373 - Capim Macio  Natal - RN,R$ 850000,NotFound,6,5,4,424, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 310000,NotFound,3,1,2,180,NotFound,Lagoa Nova,house
Rua Maria da Paixï¿½o  92 - Pajucara  Natal - RN,R$ 135000,NotFound,4,1,2,53, Perto de vias de acesso / Proximo a escola / Proximo a hospitais / Garagem / Lavanderia / Area de servico / Condomï¿½nio fechado / Jardim ,Pajucara,house
Rua Padre Estanislau  1791 - Candelï¿½ria  Natal - RN,R$ 600000,NotFound,4,5,3,365, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / TV a cabo / Churrasqueira / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Circuito de Seguranca ,Candelaria,house
Rua Praia de Camboinhas  9160 - Ponta Negra  Natal - RN,R$ 750000,NotFound,7,2,4,450,NotFound,Ponta Negra,house
Rua Praia Jardim de Alï¿½  8941 - Ponta Negra  Natal - RN,R$ 550000,NotFound,4,4,3,202, Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Quintal / Area de servico ,Ponta Negra,house
Rua Praia de Alagamar  2141 - Ponta Negra  Natal - RN,R$ 650000,NotFound,4,5,3,400, Ar-condicionado / Cozinha / Interfone / Lavanderia / Sistema de alarme / Quintal / Area de servico ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,1,3,151,NotFound,Lagoa Nova,house
Rua Padre Estanislau  1791 - Candelï¿½ria  Natal - RN,R$ 600000,NotFound,4,4,3,365, Ar-condicionado / Cozinha / Lavanderia / Mobiliado / Sistema de alarme / Area de servico ,Candelaria,house
Ponta Negra  Natal - RN,R$ 1400000,NotFound,3,3,6,329, Churrasqueira / Piscina / Mais de um andar / Quintal / Varanda / Area de servico ,Ponta Negra,house
Rua Doutor Otï¿½vio Maia  2947 - Lagoa Nova  Natal - RN,R$ 1100000,NotFound,4,4,4,330, Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso ,Lagoa Nova,house
Travessa Santa Bï¿½rbara  1416 - Ponta Negra  Natal - RN,R$ 800000,NotFound,4,3,2,340, Cozinha / Lavanderia / Varanda / Quintal / Area de servico ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,1,2,177,NotFound,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 600000,NotFound,3,2,4,150, Mais de um andar / Quintal / Jardim / Area de servico ,Candelaria,house
Rua Agnaldo Gurgel Junior  1930 - Candelï¿½ria  Natal - RN,R$ 650000,NotFound,3,2,6,420, Piscina / Jardim / Ar-condicionado / Quintal / Churrasqueira ,Candelaria,house
Avenida Antï¿½nio Basï¿½lio  4315 - Morro Branco  Natal - RN,R$ 595000,NotFound,3,4,2,210, Ar-condicionado / Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Morro Branco,house
Rua Praia de Pititinga  9063 - Ponta Negra  Natal - RN,R$ 700000,NotFound,6,6,2,293, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Jardim / Piscina / Quintal / Varanda / Depï¿½sito / Garagem / Cozinha / Area de servico ,Ponta Negra,house
Nova Descoberta  Natal - RN,R$ 470000,NotFound,3,5,2,361, Mais de um andar / Area de servico ,Nova Descoberta,house
Lagoa Nova  Natal - RN,R$ 550000,NotFound,3,3,1,367, Cozinha / Interfone / Quintal / Area de servico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 490000,NotFound,3,4,7,245,NotFound,Ponta Negra,house
Neopolis  Natal - RN,R$ 280000,NotFound,3,1,2,107,NotFound,Neopolis,house
Lagoa Nova  Natal - RN,R$ 800000,NotFound,6,8,10,410,NotFound,Lagoa Nova,house
Rua Nascimento Fernandes  1686 - Lagoa Nova  Natal - RN,R$ 1200000,NotFound,3,3,5,348, Cozinha / Interfone / Mobiliado / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 500000,NotFound,3,1,4,393,NotFound,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 850000,NotFound,5,2,4,302,NotFound,Lagoa Nova,house
Rua Doutor Otï¿½vio Maia  2947 - Lagoa Nova  Natal - RN,R$ 1100000,NotFound,4,5,4,330, Mobiliado / Garagem / Cozinha / Area de servico / Proximo a shopping / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Lavanderia / Circuito de Seguranca / Sistema de alarme ,Lagoa Nova,house
Rua Pedra Branca  20 - Potengi  Natal - RN,R$ 250000,NotFound,3,2,1,91, Cozinha / Lavanderia / Quintal / Area de servico ,Potengi,house
Ponta Negra  Natal - RN,R$ 1150000,NotFound,6,9,4,290,NotFound,Ponta Negra,house
Candelï¿½ria  Natal - RN,R$ 1100000,NotFound,4,4,6,520, Churrasqueira / Mais de um andar / Quintal / Jardim / Area de servico ,Candelaria,house
Rua Dona Maria Cï¿½mara  1889 - Capim Macio  Natal - RN,R$ 480000,NotFound,3,3,2,260, Cozinha / Sistema de alarme / Area de servico ,Capim Macio,house
Rua Professora Ana Djanira  1972 - Candelï¿½ria  Natal - RN,R$ 280000,NotFound,3,2,2,162, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Area de servico / Cozinha / Lavanderia / Garagem / Ar-condicionado / Quintal ,Candelaria,house
Cidade Jardim  Natal - RN,R$ 650000,NotFound,4,6,6,357, Mais de um andar / Interfone / Quintal / Varanda / Jardim / Area de servico ,Cidade Jardim,house
Rua dos Antï¿½rios  870 - Capim Macio  Natal - RN,R$ 350000,NotFound,3,4,3,190, Cozinha / Interfone / Lavanderia / Area de servico ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 480000,NotFound,3,3,NotFound,188, Mais de um andar / Quintal / Varanda / Area de servico ,Candelaria,house
Rua Militï¿½o Chaves  2013 - Candelï¿½ria  Natal - RN,R$ 600000,NotFound,3,3,11,240, Cozinha / Interfone / Jardim / Lavanderia / Escritï¿½rio / Area de servico ,Candelaria,house
Rua Ismael Pereira da Silva  1469 - Capim Macio  Natal - RN,R$ 900000,NotFound,4,4,4,1000, Churrasqueira / Cozinha / Interfone / Piscina / Escritï¿½rio / Quintal ,Capim Macio,house
Rua Abraham Tahim  1937 - Capim Macio  Natal - RN,R$ 520000,NotFound,3,3,2,450, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Seguranï¿½a 24h / Circuito de Seguranca / Churrasqueira / Piscina ,Capim Macio,house
Rua Santo Andrï¿½  70 - Ponta Negra  Natal - RN,R$ 500000,NotFound,3,3,4,360, Ar-condicionado / Churrasqueira / Cozinha / Lavanderia / Mobiliado / Piscina / Quintal / Area de servico ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 650000,NotFound,3,1,6,325,NotFound,Lagoa Nova,house
Dix-sept Rosado  Natal - RN,R$ 250000,NotFound,3,2,2,100,NotFound,sept Rosado,house
Rua Barreira d'ï¿½gua  2194 - Ponta Negra  Natal - RN,R$ 450000,NotFound,3,3,4,350, Cozinha / Quintal / Area de servico ,Ponta Negra,house
Rua Padre Estanislau  1791 - Candelï¿½ria  Natal - RN,R$ 600000,NotFound,4,4,3,264, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Circuito de Seguranca ,Candelaria,house
Rua Doutor Otï¿½vio Maia  2947 - Lagoa Nova  Natal - RN,R$ 1100000,NotFound,4,5,4,330, Churrasqueira / Cozinha / Piscina / Quadra poliesportiva / Sauna / Area de servico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 620000,NotFound,3,1,4,164,NotFound,Ponta Negra,house
Rua Beberibe  432 - Redinha  Natal - RN,R$ 430000,NotFound,2,2,1,200, Perto de vias de acesso / Churrasqueira ,Redinha,house
Lagoa Nova  Natal - RN,R$ 430000,NotFound,4,3,2,350,NotFound,Lagoa Nova,house
Rua Amï¿½lia Nascimento - Ponta Negra  Natal - RN,R$ 90000,NotFound,2,1,2,65, Cozinha / Lavanderia / Quintal / Area de servico ,Ponta Negra,house
Ponta Negra  Natal - RN,R$ 750000,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,Ponta Negra,house
Rua Desembargador Silvino Bezerra Neto  2704 - Lagoa Nova  Natal - RN,R$ 800000,NotFound,4,5,4,400, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Jardim / Lavanderia / Piscina / Varanda / Sistema de alarme / Escritï¿½rio / Quintal / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 800000,NotFound,5,1,5,680,NotFound,Lagoa Nova,house
Petropolis  Natal - RN,R$ 740000,NotFound,4,1,NotFound,270,NotFound,Petropolis,house
Lagoa Nova  Natal - RN,R$ 500000,NotFound,3,4,2,235, Churrasqueira / Cozinha / Cimento / Garagem ,Lagoa Nova,house
Pajucara  Natal - RN,R$ 200000,NotFound,3,2,3,200,NotFound,Pajucara,house
Rua Abraham Tahim  1937 - Capim Macio  Natal - RN,R$ 520000,NotFound,3,3,2,320, Cozinha / Lavanderia / Piscina / Sistema de alarme / Quintal / Area de servico ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 270000,NotFound,3,1,2,NotFound,NotFound,Candelaria,house
Lagoa Nova  Natal - RN,R$ 620000,NotFound,3,3,2,250,NotFound,Lagoa Nova,house
POTILANDIA  Natal - RN,R$ 630000,NotFound,3,1,4,290,NotFound,POTILANDIA,house
Nova Descoberta  Natal - RN,R$ 340000,NotFound,4,4,3,209,NotFound,Nova Descoberta,house
Ponta Negra  Natal - RN,R$ 600000,NotFound,7,1,6,248,NotFound,Ponta Negra,house
Pitimbu  Natal - RN,R$ 380000,NotFound,4,1,4,160,NotFound,Pitimbu,house
Capim Macio  Natal - RN,R$ 265000,NotFound,6,1,6,276,NotFound,Capim Macio,house
Rua Antï¿½nio Carolino  297 - Felipe Camarï¿½o  Natal - RN,R$ 135000,NotFound,2,1,2,115, Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso ,Nossa Senhora da Apresentacao,house
Potengi  Natal - RN,R$ 238000,NotFound,4,3,3,276,NotFound,Potengi,house
Candelï¿½ria  Natal - RN,R$ 370000,NotFound,3,1,3,350,NotFound,Candelaria,house
Rua Doze de Marï¿½o  4 - Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 70000,NotFound,2,1,NotFound,105, Perto de vias de acesso / Proximo a transporte pï¿½blico / Area de servico / Cozinha / Lavanderia ,Nossa Senhora da Apresentacao,house
Rua Militï¿½o Chaves  1884 - Candelï¿½ria  Natal - RN,R$ 600000,NotFound,3,5,4,358, Cozinha / Interfone / TV a cabo / Quintal / Area de servico ,Candelaria,house
Capim Macio  Natal - RN,R$ 700000,NotFound,3,5,5,380,NotFound,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,1,3,184,NotFound,Lagoa Nova,house
Cidade Satelite  Natal - RN,R$ 260000,NotFound,3,1,4,170,NotFound,Pitimbu,house
Cidade Satelite  Natal - RN,R$ 85000,NotFound,2,1,1,65,NotFound,Pitimbu,house
Rua Radialista Monteiro Neto  1566 - Lagoa Nova  Natal - RN,R$ 1000000,NotFound,4,3,3,250, Cozinha / Interfone / Jardim / Piscina / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 650000,NotFound,6,6,4,300,NotFound,Lagoa Nova,house
Rua Graciliano Ramos  2924 - Capim Macio  Natal - RN,R$ 2300000,NotFound,6,8,9,580, Ar-condicionado / Sistema de alarme ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 950000,NotFound,5,4,3,374, Churrasqueira / Piscina / Varanda / Jardim / Sauna / Area de servico ,Ponta Negra,house
Neopolis  Natal - RN,R$ 400000,NotFound,3,5,2,375,NotFound,Neopolis,house
Avenida Estrela do Mar  2187 - Ponta Negra  Natal - RN,R$ 1100000,NotFound,5,6,3,449, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Churrasqueira / Jardim / Piscina / Mobiliado ,Ponta Negra,house
Petropolis  Natal - RN,R$ 125000,NotFound,1,1,NotFound,56,NotFound,Petropolis,house
Lagoa Nova  Natal - RN,R$ 430000,NotFound,3,2,3,171,NotFound,Lagoa Nova,house
Rua Beberibe  432 - Redinha  Natal - RN,R$ 430000,NotFound,2,3,1,200, Ar-condicionado / Churrasqueira / Cozinha / Lavanderia / Mobiliado / Quintal / Area de servico ,Redinha,house
Lagoa Nova  Natal - RN,R$ 800000,NotFound,3,4,3,317, Mais de um andar / Quintal / Varanda / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 850000,NotFound,3,4,10,465,NotFound,Lagoa Nova,house
Barro Vermelho  Natal - RN,R$ 320000,NotFound,3,4,2,264,NotFound,Barro Vermelho,house
Lagoa Nova  Natal - RN,R$ 1050000,NotFound,3,3,6,406,NotFound,Lagoa Nova,house
Neopolis  Natal - RN,R$ 160000,NotFound,2,3,1,102,NotFound,Neopolis,house
Alecrim  Natal - RN,R$ 350000,NotFound,5,4,1,212,NotFound,Alecrim,house
Rua Teatrï¿½logo Meira Pires  445 - Capim Macio  Natal - RN,R$ 495000,NotFound,4,5,3,240, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Mobiliado / Sistema de alarme / TV a cabo / Area de servico ,Capim Macio,house
Rua ï¿½nico Monteiro  2018 - Capim Macio  Natal - RN,R$ 480000,NotFound,3,3,4,180, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Cozinha / Sistema de alarme / Interfone ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 360000,NotFound,3,1,2,230,NotFound,Lagoa Nova,house
Rua Teatrï¿½logo Meira Pires - Capim Macio  Natal - RN,R$ 590000,NotFound,4,4,3,240, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Jardim / Churrasqueira / Espaco gourmet / Sistema de alarme / Condomï¿½nio fechado / Interfone / Circuito de Seguranca / Quintal / Ar-condicionado / Garagem / TV a cabo / Conexï¿½o ï¿½ internet / Cozinha / Lavanderia / Area de servico / Vista exterior / Mobiliado ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,1,3,150,NotFound,Lagoa Nova,house
Planalto  Natal - RN,R$ 195000,NotFound,3,2,2,90,NotFound,Planalto,house
Capim Macio  Natal - RN,R$ 530000,NotFound,3,3,2,152,NotFound,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 1100000,NotFound,4,1,5,400,NotFound,Lagoa Nova,house
Rua Joca Soares  1886 - Candelï¿½ria  Natal - RN,R$ 700000,NotFound,4,1,5,464,NotFound,Candelaria,house
Rua da Praia  143 - Ponta Negra  Natal - RN,R$ 1500000,NotFound,3,3,3,300, Churrasqueira / Cozinha / Lavanderia / Piscina / Vista para o mar ,Ponta Negra,house
Tirol  Natal - RN,R$ 400000,NotFound,3,3,2,268,NotFound,Tirol,house
Lagoa Nova  Natal - RN,R$ 680000,NotFound,4,1,6,378,NotFound,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 610000,NotFound,4,4,4,365,NotFound,Candelaria,house
POTILANDIA  Natal - RN,R$ 360000,NotFound,3,1,3,180,NotFound,POTILANDIA,house
Planalto  Natal - RN,R$ 220000,NotFound,6,4,3,400,NotFound,Planalto,house
Lagoa Nova  Natal - RN,R$ 680000,NotFound,3,3,2,219, Mais de um andar / Quintal / Area de servico ,Lagoa Nova,house
Neopolis  Natal - RN,R$ 500000,NotFound,4,1,4,321,NotFound,Neopolis,house
Candelï¿½ria  Natal - RN,R$ 270000,NotFound,3,1,3,124,NotFound,Candelaria,house
Rua General Felizardo Brito  2968 - Capim Macio  Natal - RN,R$ 690000,NotFound,3,6,7,330, Cozinha / Interfone / Lavanderia / Varanda / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Rua Joaquim Victor de Hollanda  1840 - Lagoa Nova  Natal - RN,R$ 750000,NotFound,4,4,3,300, Cozinha / Interfone / Lavanderia / Sistema de alarme / Area de servico ,Lagoa Nova,house
Rua Alcindo Dias de Oliveira  271 - Capim Macio  Natal - RN,R$ 480000,NotFound,4,3,3,150, Cozinha / Jardim / Lavanderia / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Barro Vermelho  Natal - RN,R$ 449000,NotFound,3,1,2,162,NotFound,Barro Vermelho,house
Capim Macio  Natal - RN,R$ 1300000,NotFound,5,6,4,600, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Piscina / Vigia / Ar-condicionado / Varanda / Garagem / Lavanderia / Cozinha / Area de servico ,Capim Macio,house
Petropolis  Natal - RN,R$ 650000,NotFound,3,3,1,220,NotFound,Petropolis,house
Rua Antï¿½nio Carolino  297 - Felipe Camarï¿½o  Natal - RN,R$ 135000,NotFound,2,2,2,115, Cozinha / TV a cabo / Quintal ,Nossa Senhora da Apresentacao,house
Capim Macio  Natal - RN,R$ 600000,NotFound,3,1,4,300,NotFound,Capim Macio,house
Lagoa Seca  Natal - RN,R$ 1500000,NotFound,5,9,3,505,NotFound,Lagoa Seca,house
Potengi  Natal - RN,R$ 200000,NotFound,4,2,1,100,NotFound,Potengi,house
Lagoa Seca  Natal - RN,R$ 750000,NotFound,4,3,2,220,NotFound,Lagoa Seca,house
Lagoa Nova  Natal - RN,R$ 370000,NotFound,3,1,3,176,NotFound,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 175000,NotFound,2,1,1,115,NotFound,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 450000,NotFound,4,2,4,212,NotFound,Lagoa Nova,house
Rua Ernesto Nazareth  1816 - Candelï¿½ria  Natal - RN,R$ 285000,NotFound,3,3,2,156, Ar-condicionado / Cozinha / Lavanderia / Mobiliado / Escritï¿½rio / Quintal / Area de servico ,Candelaria,house
Candelï¿½ria  Natal - RN,R$ 750000,NotFound,5,NotFound,4,400, Area de servico / Cozinha / Lavanderia / Quintal / Escritï¿½rio ,Candelaria,house
Capim Macio  Natal - RN,R$ 540000,NotFound,NotFound,1,3,350,NotFound,Capim Macio,house
Capim Macio  Natal - RN,R$ 790000,NotFound,5,4,2,400,NotFound,Capim Macio,house
Petropolis  Natal - RN,R$ 550000,NotFound,3,1,2,277,NotFound,Petropolis,house
Rua da Lagosta  1282 - Ponta Negra  Natal - RN,R$ 500000,NotFound,4,5,5,324, Churrasqueira / Cozinha / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 480000,NotFound,3,1,6,280,NotFound,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 1700000,NotFound,4,2,4,495,NotFound,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 2200000,NotFound,4,2,NotFound,277,NotFound,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 380000,NotFound,3,3,2,134,NotFound,Candelaria,house
Cidade Verde  Natal - RN,R$ 285000,NotFound,3,1,4,140,NotFound,Cidade Verde,house
Neopolis  Natal - RN,R$ 280000,NotFound,3,3,2,107,NotFound,Neopolis,house
Lagoa Nova  Natal - RN,R$ 260000,NotFound,3,2,1,NotFound,NotFound,Lagoa Nova,house
Tirol  Natal - RN,R$ 600000,NotFound,3,3,2,300,NotFound,Tirol,house
Avenida Almirante Alexandrino de Alencar  647 - Alecrim  Natal - RN,R$ 750000,NotFound,3,5,2,285, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Alecrim,house
