adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Aï¿½u - Tirol  Natal - RN,R$ 650000,R$ 900,3,5,2,246, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Salao de festas / Piscina / Serviï¿½os pï¿½blicos essenciais / Vista exterior / Area de servico / Cozinha / Garagem / TV a cabo / Cabeamento estruturado / Conexï¿½o ï¿½ internet / Varanda / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Tirol,apartment
Rua Tereza Campos - Lagoa Nova  Natal - RN,R$ 549900,NotFound,3,3,2,109, Academia / Salao de festas / Varanda / Sistema de alarme / Jardim / Proximo a shopping / Interfone / Condomï¿½nio fechado / Espaco gourmet / Seguranï¿½a 24h / Quadra poliesportiva / Perto de vias de acesso / Piscina / Mobiliado / Elevador / Playground / Churrasqueira ,Lagoa Nova,apartment
Rua Escritor Jaime Adour Cï¿½mara  1655 - Capim Macio  Natal - RN,R$ 230000,R$ 500,2,2,1,57, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Varanda / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Churrasqueira / Elevador / Piscina / Recepï¿½ï¿½o / Mais de um andar / Gerador elï¿½trico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Capim Macio,apartment
Rua Nï¿½lio Tavares  2000 - Nova Descoberta  Natal - RN,R$ 295000,R$ 790,3,2,2,80, Cozinha / Mobiliado / Churrasqueira / Playground / Piscina / Varanda gourmet / Espaco verde / Parque ,Nova Descoberta,apartment
Tirol  Natal - RN,R$ 850000,R$ 1.771,3,3,2,217, Cozinha / Interfone / Piscina / Churrasqueira / Garagem / Condomï¿½nio fechado / Terra ,Tirol,apartment
Capim Macio  Natal - RN,R$ 180000,NotFound,2,2,1,56, Area de servico / Cozinha / Proximo a escola / Proximo a shopping / Piscina / TV a cabo / Seguranï¿½a 24h / Garagem ,Capim Macio,apartment
Neopolis  Natal - RN,R$ 275000,R$ 560,3,2,2,76, Ar-condicionado / Churrasqueira / Cozinha / Elevador / Interfone / Piscina / TV a cabo / Area de servico ,Neopolis,apartment
Avenida Governador Sï¿½lvio Pedroza  318 - Areia Preta  Natal - RN,R$ 350000,R$ 637,2,1,1,109, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Mobiliado / Piscina / Vista para o mar / Varanda / Cozinha / Garagem / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Areia Preta,apartment
Rua Doutor Manoel Dantas - Petropolis  Natal - RN,R$ 2000000,NotFound,4,5,4,503, Churrasqueira / Elevador / Espaco gourmet / Jardim / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Quadra de tï¿½nis / Piscina infantil / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Conexï¿½o ï¿½ internet / Lavanderia / Cozinha / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Vista para o mar / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Aquecimento ,Petropolis,apartment
Rua Ilï¿½ria Tavares Galvï¿½o  52 - Tirol  Natal - RN,R$ 415000,R$ 550,3,3,2,103, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Aquecimento / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Recepï¿½ï¿½o / Varanda gourmet / Mais de um andar / Gerador elï¿½trico ,Tirol,apartment
Rua Meira Brandï¿½o - Barro Vermelho  Natal - RN,R$ 950000,R$ 900,3,5,2,142, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Condomï¿½nio fechado / Interfone / Churrasqueira / Elevador / Salao de festas / Quadra poliesportiva ,Barro Vermelho,apartment
Rua Tenente Olavo Francisco dos Santos  100 - Ponta Negra  Natal - RN,R$ 490000,R$ 457,3,4,2,115, Elevador / Salao de festas / Piscina / Condomï¿½nio fechado / Churrasqueira / Proximo a shopping / Jardim / Sistema de alarme / Seguranï¿½a 24h / Espaco gourmet / Quadra poliesportiva / Academia / Playground / Perto de vias de acesso / Interfone / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cozinha / Garagem / Circuito de Seguranca / Gerador elï¿½trico / Piscina infantil / Piscina para adulto / Salao de jogos / Salao de jogos / Vista para o mar / Espaco verde / Parque ,Ponta Negra,apartment
Pitimbu  Natal - RN,R$ 320000,R$ 332,3,1,2,82, Churrasqueira / Circuito de Seguranca / Cozinha / Elevador / Interfone / Lavanderia / Piscina / Pista de cooper / Quadra poliesportiva / Salao de festas / Varanda / Jardim / Espaco verde / Parque / Area de servico ,Pitimbu,apartment
Rua Desportista Jeremias Pinheiro da Cï¿½mara Filho - Ponta Negra  Natal - RN,R$ 220000,R$ 850,2,2,1,60, Seguranï¿½a 24h / Condomï¿½nio fechado / Mobiliado / Academia / Piscina / Salao de festas / Ar-condicionado / Perto de vias de acesso / Churrasqueira / Interfone / Elevador ,Ponta Negra,apartment
Rua Jï¿½lio Gomes Moreira  930 - Barro Vermelho  Natal - RN,R$ 270000,R$ 550,3,3,1,75,NotFound,Barro Vermelho,apartment
Tirol  Natal - RN,R$ 1300000,R$ 800,3,4,2,170, Churrasqueira / Playground / Perto de vias de acesso / Sistema de alarme / Condomï¿½nio fechado / Quadra poliesportiva / Seguranï¿½a 24h / Piscina / Jardim / Varanda / Espaco gourmet / Elevador / Interfone / Salao de festas / Academia ,Tirol,apartment
Avenida Deputado Antï¿½nio Florï¿½ncio de Queiroz - Ponta Negra  Natal - RN,R$ 600000,R$ 480,3,2,2,79, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Vigia / Circuito de Seguranca / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Sistema de alarme / Area de servico / Lavanderia / Garagem / Cabeamento estruturado / Mobiliado / Ar-condicionado / Varanda / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Mais de um andar / Gerador elï¿½trico / Serviï¿½os pï¿½blicos essenciais / Vista exterior / Cozinha ,Ponta Negra,apartment
Rua Brisa do Mar - Ponta Negra  Natal - RN,R$ 210000,R$ 490,2,2,1,56, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Ar-condicionado / Varanda / Depï¿½sito / Mobiliado / TV a cabo / Cabeamento estruturado / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Vigia / Circuito de Seguranca / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Sistema de alarme / Gerador elï¿½trico / Mais de um andar / Vista para o mar / Recepï¿½ï¿½o / Salao de jogos / Piscina para adulto / Piscina infantil / Piscina / Playground / Academia / Churrasqueira / Elevador ,Ponta Negra,apartment
Lagoa Nova  Natal - RN,R$ 550000,R$ 1.100,3,5,4,152,NotFound,Lagoa Nova,apartment
Rua Epitï¿½cio Andrade - Barro Vermelho  Natal - RN,R$ 700000,R$ 800,4,4,2,229, Perto de vias de acesso / Quadra poliesportiva / Churrasqueira / Seguranï¿½a 24h / Salao de festas / Espaco gourmet / Elevador / Interfone / Playground / Varanda / Academia / Piscina / Jardim / Proximo a shopping / Condomï¿½nio fechado / Sistema de alarme ,Barro Vermelho,apartment
Avenida dos Caiapï¿½s - Pitimbu  Natal - RN,R$ 145000,R$ 200,2,1,1,53, Perto de vias de acesso / Piscina / Seguranï¿½a 24h / Elevador / Churrasqueira / Jardim / Espaco gourmet / Condomï¿½nio fechado / Interfone / Quadra poliesportiva / Playground / Salao de festas ,Pitimbu,apartment
Petropolis  Natal - RN,R$ 520000,R$ 1.200,3,1,1,250, Cozinha / Elevador / Interfone / Salao de festas / Area de servico ,Petropolis,apartment
Rua Antï¿½nio Lourenï¿½o  270 - Ponta Negra  Natal - RN,R$ 200000,R$ 200,2,1,1,54, Condomï¿½nio fechado / Quadra poliesportiva / Seguranï¿½a 24h / Espaco gourmet / Perto de vias de acesso / Piscina / Elevador / Sistema de alarme / Interfone / Jardim / Churrasqueira / Academia / Varanda / Playground / Salao de festas / Proximo a shopping / Proximo a transporte pï¿½blico / Area de servico / Cozinha / Lavanderia / Garagem / Vista exterior / Circuito de Seguranca / Gerador elï¿½trico / Espelhos d'ï¿½gua / Salao de jogos / Salao de jogos / Piscina para adulto / Piscina infantil / Espaco verde / Parque ,Ponta Negra,apartment
Rua Morais Navarro  2049 - Lagoa Nova  Natal - RN,R$ 200000,NotFound,2,1,2,90, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Vigia / Elevador / Jardim / Recepï¿½ï¿½o / Vista para a montanha / Gerador elï¿½trico ,Lagoa Nova,apartment
Rua Doutor Aderson Dutra de Almeida  95 - Ponta Negra  Natal - RN,R$ 250000,R$ 635,2,2,1,54, Interfone / Elevador / Proximo a shopping / Salao de festas / Condomï¿½nio fechado / Seguranï¿½a 24h / Perto de vias de acesso / Espaco gourmet / Piscina / Churrasqueira / Ar-condicionado / Jardim / Sistema de alarme / Mobiliado / Piscina para adulto / Piscina infantil / Recepï¿½ï¿½o / Espelhos d'ï¿½gua / Vista para o mar / Circuito de Seguranca / Vigia / Cozinha / Lavanderia / Garagem / Conexï¿½o ï¿½ internet / TV a cabo / Cabeamento estruturado / Varanda / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Ponta Negra,apartment
Rua Desembargador Sinval Moreira Dias  1667 - Lagoa Nova  Natal - RN,R$ 850000,R$ 2.300,4,5,4,257, Condomï¿½nio fechado / Interfone / Salao de festas / Jardim / Playground / Perto de vias de acesso / Churrasqueira / Elevador / Varanda ,Lagoa Nova,apartment
Tirol  Natal - RN,R$ 200000,R$ 650,2,1,1,65, Cozinha / Elevador / Interfone / Piscina / Area de servico ,Tirol,apartment
Rua Eletricista Elï¿½as Ferreira  2600 - Candelï¿½ria  Natal - RN,R$ 250000,NotFound,2,2,1,56, Condomï¿½nio fechado / Playground / Piscina / Espaco gourmet / Academia / Churrasqueira / Sistema de alarme / Perto de vias de acesso / Elevador / Interfone / Varanda / Seguranï¿½a 24h / Quadra poliesportiva / Proximo a shopping / Salao de festas / Jardim ,Candelaria,apartment
Tirol  Natal - RN,R$ 199000,R$ 630,2,1,1,90,NotFound,Tirol,apartment
Ponta Negra  Natal - RN,R$ 190000,R$ 278,2,1,1,57, Churrasqueira / Elevador / Interfone / Area de servico ,Ponta Negra,apartment
Avenida Nascimento de Castro - Lagoa Nova  Natal - RN,R$ 780000,NotFound,4,4,3,160, Condomï¿½nio fechado / Quadra poliesportiva / Seguranï¿½a 24h / Proximo a shopping / Espaco gourmet / Perto de vias de acesso / Piscina / Elevador / Sistema de alarme / Interfone / Jardim / Academia / Churrasqueira / Playground / Salao de festas ,Lagoa Nova,apartment
Ponta Negra  Natal - RN,R$ 270000,NotFound,2,2,1,59, Garagem / Lavanderia / Cozinha / Seguranï¿½a 24h / Churrasqueira / Espaco gourmet / Playground / Piscina / Sala de massagem / Spa / Varanda gourmet / Espaco verde / Parque / Sauna ,Ponta Negra,apartment
Ponta Negra  Natal - RN,R$ 210000,R$ 400,2,2,1,56, Churrasqueira / Cozinha / Elevador / Piscina / Varanda / Area de servico ,Ponta Negra,apartment
Rua Lï¿½cia Viveiros  255 - Neopolis  Natal - RN,R$ 340000,R$ 320,2,2,1,67,NotFound,Neopolis,apartment
Avenida Governador Sï¿½lvio Pedroza  250 - Areia Preta  Natal - RN,R$ 750000,R$ 1.180,4,2,2,130, Perto de vias de acesso / Proximo a transporte pï¿½blico / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Aquecimento / Sistema de alarme / Seguranï¿½a 24h / Interfone / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sauna / Serviï¿½os pï¿½blicos essenciais / Vista para o mar / Salao de festas / Academia / Espaco gourmet / Elevador / Churrasqueira / Quadra poliesportiva / Playground ,Areia Preta,apartment
Avenida Afonso Pena  767 - Tirol  Natal - RN,R$ 630000,R$ 1.250,4,1,2,191, Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Varanda / Mobiliado / Perto de vias de acesso / Proximo a shopping / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h ,Tirol,apartment
Rua Tenente Olavo Francisco dos Santos  100 - Ponta Negra  Natal - RN,R$ 500000,R$ 452,4,4,2,116, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Quadra de tï¿½nis / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Vista para o mar / Sistema de alarme / Condomï¿½nio fechado / Circuito de Seguranca / Vigia / Seguranï¿½a 24h / Interfone / Varanda / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Gerador elï¿½trico / Mais de um andar ,Ponta Negra,apartment
Ponta Negra  Natal - RN,R$ 280000,R$ 300,2,2,1,59, Cozinha / Vista para o mar / Interfone / Lavanderia / Sala de massagem / Salao de jogos / Spa / Piscina / Churrasqueira / Espaco gourmet / Pista de cooper / Playground / Quadra de tï¿½nis / Quadra poliesportiva / Academia / Garagem / Condomï¿½nio fechado / Terra / Varanda / Sauna ,Ponta Negra,apartment
Rua Pastor Gabino Brelaz  1401 - Capim Macio  Natal - RN,R$ 230000,R$ 534,3,1,2,80,NotFound,Capim Macio,apartment
Rua Maxaranguape  550 - Tirol  Natal - RN,R$ 1000000,R$ 1.000,4,5,3,184, Jardim / Seguranï¿½a 24h / Elevador / Espaco gourmet / Interfone / Perto de vias de acesso / Academia / Salao de festas / Piscina / Proximo a shopping / Churrasqueira / Condomï¿½nio fechado / Quadra poliesportiva / Playground / Sistema de alarme / Cozinha / Area de servico / Garagem / Proximo a hospitais / Proximo a escola / Recepï¿½ï¿½o / Salao de jogos / Salao de jogos / Piscina para adulto / Piscina infantil / Espaco verde / Parque / Gerador elï¿½trico / Circuito de Seguranca ,Tirol,apartment
Rua Doutor Rï¿½mulo Jorge  800 - Lagoa Nova  Natal - RN,R$ 799000,R$ 750,3,4,2,140, Churrasqueira / Cozinha / Elevador / Varanda gourmet / Interfone / Piscina / Varanda / Area de servico ,Lagoa Nova,apartment
Avenida Afonso Pena  957 - Tirol  Natal - RN,R$ 340000,R$ 430,2,1,1,62, Elevador / Piscina / Jardim / Proximo a shopping / Academia / Perto de vias de acesso / Salao de festas / Interfone / Condomï¿½nio fechado / Varanda / Churrasqueira / Seguranï¿½a 24h / Sistema de alarme ,Tirol,apartment
Dix-sept Rosado  Natal - RN,R$ 370000,R$ 450,3,3,2,79, Salao de festas / Seguranï¿½a 24h / Academia / Quadra poliesportiva / Elevador / Playground / Churrasqueira / Piscina / Interfone / Condomï¿½nio fechado / Jardim ,sept Rosado,apartment
Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,2,2,NotFound, Area de servico / Churrasqueira / Cozinha / Jardim / Proximo a shopping / Piscina / Garagem ,Lagoa Nova,apartment
Rua Desembargador Josï¿½ Gomes da Costa  1884 - Capim Macio  Natal - RN,R$ 300000,R$ 300,2,2,2,55, Area de servico / Cozinha / Sistema de alarme / Interfone / Condomï¿½nio fechado / Seguranï¿½a 24h / Serviï¿½os pï¿½blicos essenciais / Salao de jogos / Salao de jogos / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Elevador / Jardim / Churrasqueira / Salao de festas / Playground / Piscina / Espaco teen / Piscina para adulto / Piscina infantil ,Capim Macio,apartment
Capim Macio  Natal - RN,R$ 380000,NotFound,3,2,2,90, Churrasqueira / Cozinha / Piscina / Seguranï¿½a 24h ,Capim Macio,apartment
Avenida Amintas Barros - Lagoa Nova  Natal - RN,R$ 550000,R$ 1.000,3,3,2,120, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Piscina / Recepï¿½ï¿½o ,Lagoa Nova,apartment
Avenida Rodrigues Alves  S/N - Tirol  Natal - RN,R$ 1800000,NotFound,4,5,3,345, Mobiliado / Area de servico / Cozinha / Varanda / Cabeamento estruturado / Conexï¿½o ï¿½ internet / Aquecimento / Garagem / Churrasqueira / Sauna / Quadra de tï¿½nis / Salao de festas / Elevador / Varanda gourmet / Piscina infantil / Piscina / Espaco gourmet / Playground / Quadra poliesportiva / Salao de jogos / Salao de jogos / Piscina para adulto / Interfone / Seguranï¿½a 24h / Sistema de alarme / Condomï¿½nio fechado / Circuito de Seguranca ,Tirol,apartment
Tirol  Natal - RN,R$ 1400000,NotFound,3,5,4,203, Cozinha / Mobiliado / Churrasqueira / Espaco gourmet / Playground / Piscina / Quadra poliesportiva / Salao de jogos / Sala de massagem / Varanda gourmet / Espaco verde / Parque ,Tirol,apartment
Rua Missionï¿½rio Gunnar Vingren - Capim Macio  Natal - RN,R$ 570000,R$ 400,4,3,2,108, Jardim / Proximo a shopping / Perto de vias de acesso / Sistema de alarme / Churrasqueira / Quadra poliesportiva / Seguranï¿½a 24h / Espaco gourmet / Salao de festas / Interfone / Piscina / Playground / Condomï¿½nio fechado / Varanda / Academia / Elevador ,Capim Macio,apartment
Rua Joaquim Eduardo de Farias - Ponta Negra  Natal - RN,R$ 185000,NotFound,2,2,1,56, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Varanda / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Aquecimento / Varanda gourmet / Mais de um andar / Gerador elï¿½trico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Ponta Negra,apartment
Rua Marechal Anacleto de Lima  2264 - Nossa Senhora de Nazare  Natal - RN,R$ 160000,R$ 350,2,1,2,60, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,de Nazare,apartment
Ribeira  Natal - RN,R$ 250000,NotFound,2,2,2,57, Garagem / Cozinha / Academia / Churrasqueira / Piscina / Varanda gourmet ,Ribeira,apartment
Avenida Hermes da Fonseca  970 - Tirol  Natal - RN,R$ 560000,R$ 1.250,4,4,2,162,NotFound,Tirol,apartment
Rua das Perdizes - Pitimbu  Natal - RN,R$ 420000,R$ 380,3,2,2,94,NotFound,Pitimbu,apartment
Avenida Nascimento de Castro  2455 - Lagoa Nova  Natal - RN,R$ 800000,NotFound,4,4,3,160, Piscina / Jardim / Perto de vias de acesso / Interfone / Salao de festas / Seguranï¿½a 24h / Varanda / Condomï¿½nio fechado / Playground / Academia / Espaco gourmet / Elevador / Churrasqueira / Quadra poliesportiva ,Lagoa Nova,apartment
Avenida Deputado Antï¿½nio Florï¿½ncio de Queiroz - Ponta Negra  Natal - RN,R$ 480000,R$ 700,3,1,2,108, Churrasqueira / Elevador / Jardim / Salao de festas / Academia / Espaco gourmet / Playground / Piscina / Quadra poliesportiva / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Perto de vias de acesso / Proximo a transporte pï¿½blico ,Ponta Negra,apartment
Rua Doutor Manoel Augusto Bezerra de Araï¿½jo - Ponta Negra  Natal - RN,R$ 300000,NotFound,2,2,1,55, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a hospitais / Proximo a escola / Churrasqueira / Elevador / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Ponta Negra,apartment
Avenida Nilo Peï¿½anha  301 - Petropolis  Natal - RN,R$ 570000,R$ 820,3,3,2,160, Salao de festas / Quadra poliesportiva / Churrasqueira / Seguranï¿½a 24h / Perto de vias de acesso / Piscina / Interfone / Sistema de alarme / Jardim / Depï¿½sito / Condomï¿½nio fechado / Playground / Proximo a shopping / Espaco gourmet / Elevador ,Petropolis,apartment
Rua Antï¿½nio Farache  1982 - Capim Macio  Natal - RN,R$ 450000,R$ 950,3,3,2,98, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Churrasqueira / Elevador / Jardim / Academia / Salao de festas / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar ,Capim Macio,apartment
Rua Adolfo Gordo  1035 - Cidade da Cidade da Esperanca  Natal - RN,R$ 170000,R$ 369,2,2,1,55, Churrasqueira / Elevador / Piscina ,da Esperanca,apartment
Rua Lï¿½cia Viveiros  255 - Neopolis  Natal - RN,R$ 300000,R$ 300,2,2,1,67, Condomï¿½nio fechado / Quadra poliesportiva / Seguranï¿½a 24h / Proximo a shopping / Espaco gourmet / Perto de vias de acesso / Piscina / Elevador / Sistema de alarme / Interfone / Jardim / Churrasqueira / Academia / Playground / Salao de festas / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cozinha / Area de servico / Serviï¿½os pï¿½blicos essenciais / Piscina infantil / Piscina para adulto / Espaco verde / Parque / Circuito de Seguranca / Gerador elï¿½trico / Mais de um andar / Garagem ,Neopolis,apartment
Candelï¿½ria  Natal - RN,R$ 300000,NotFound,2,2,1,59, Churrasqueira / Cozinha / Piscina / Interfone / Mobiliado / Playground / Quadra poliesportiva / Salao de festas / Academia / Seguranï¿½a 24h ,Candelaria,apartment
Neopolis  Natal - RN,R$ 190000,R$ 140,3,2,1,80, Cozinha / Interfone / Garagem / Condomï¿½nio fechado ,Neopolis,apartment
Avenida Capitï¿½o-Mor Gouveia - Lagoa Nova  Natal - RN,R$ 315000,NotFound,3,1,2,90,NotFound,Lagoa Nova,apartment
Avenida Nilo Peï¿½anha  301 - Petropolis  Natal - RN,R$ 570000,R$ 820,3,3,2,160, Salao de festas / Quadra poliesportiva / Churrasqueira / Seguranï¿½a 24h / Perto de vias de acesso / Piscina / Interfone / Sistema de alarme / Jardim / Depï¿½sito / Condomï¿½nio fechado / Playground / Proximo a shopping / Espaco gourmet / Elevador ,Petropolis,apartment
Rua Antï¿½nio Farache  1982 - Capim Macio  Natal - RN,R$ 450000,R$ 950,3,3,2,98, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Churrasqueira / Elevador / Jardim / Academia / Salao de festas / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar ,Capim Macio,apartment
Rua Adolfo Gordo  1035 - Cidade da Cidade da Esperanca  Natal - RN,R$ 170000,R$ 369,2,2,1,55, Churrasqueira / Elevador / Piscina ,da Esperanca,apartment
Rua Lï¿½cia Viveiros  255 - Neopolis  Natal - RN,R$ 300000,R$ 300,2,2,1,67, Condomï¿½nio fechado / Quadra poliesportiva / Seguranï¿½a 24h / Proximo a shopping / Espaco gourmet / Perto de vias de acesso / Piscina / Elevador / Sistema de alarme / Interfone / Jardim / Churrasqueira / Academia / Playground / Salao de festas / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cozinha / Area de servico / Serviï¿½os pï¿½blicos essenciais / Piscina infantil / Piscina para adulto / Espaco verde / Parque / Circuito de Seguranca / Gerador elï¿½trico / Mais de um andar / Garagem ,Neopolis,apartment
Candelï¿½ria  Natal - RN,R$ 300000,NotFound,2,2,1,59, Churrasqueira / Cozinha / Piscina / Interfone / Mobiliado / Playground / Quadra poliesportiva / Salao de festas / Academia / Seguranï¿½a 24h ,Candelaria,apartment
Neopolis  Natal - RN,R$ 190000,R$ 140,3,2,1,80, Cozinha / Interfone / Garagem / Condomï¿½nio fechado ,Neopolis,apartment
Avenida Capitï¿½o-Mor Gouveia - Lagoa Nova  Natal - RN,R$ 315000,NotFound,3,1,2,90,NotFound,Lagoa Nova,apartment
Ponta Negra  Natal - RN,R$ 320000,R$ 450,2,2,NotFound,56, Vista para o mar ,Ponta Negra,apartment
Planalto  Natal - RN,R$ 130000,NotFound,2,1,1,NotFound, Churrasqueira / Cozinha / Piscina / Garagem ,Planalto,apartment
Planalto  Natal - RN,R$ 120000,NotFound,2,1,1,68, Churrasqueira / Condomï¿½nio fechado / Cozinha / Interfone / Piscina / Varanda / Area de servico ,Planalto,apartment
Ponta Negra  Natal - RN,R$ 320000,R$ 560,2,1,2,64, Cozinha / Mobiliado / Vista para o mar / TV a cabo / Gerador elï¿½trico / Conexï¿½o ï¿½ internet / Piscina / Interfone / Garagem / Varanda ,Ponta Negra,apartment
Lagoa Nova  Natal - RN,R$ 245000,R$ 365,2,2,1,85, Cozinha / Piscina / Salao de jogos / Interfone / Garagem / Condomï¿½nio fechado / Terra / Ar-condicionado / Varanda ,Lagoa Nova,apartment
Tirol  Natal - RN,R$ 230000,R$ 300,2,2,1,53, Churrasqueira / Cozinha / Piscina / Lavanderia / Salao de festas / Sauna / Seguranï¿½a 24h ,Tirol,apartment
