adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Ismael Pereira da Silva - Capim Macio  Natal - RN,R$ 450000,R$ 800,4,4,3,200, Varanda / Quintal / Condomï¿½nio fechado / Piscina / Jardim / Churrasqueira / Elevador / Academia / Interfone / Ar-condicionado / Salao de festas / Sistema de alarme / Seguranï¿½a 24h / Proximo a shopping / Perto de vias de acesso / Depï¿½sito / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Cozinha / Lavanderia / Area de servico / Vista exterior / TV a cabo / Conexï¿½o ï¿½ internet / Piscina para adulto / Piscina infantil / Recepï¿½ï¿½o ,Capim Macio,apartment
Avenida Campos Sales - Tirol  Natal - RN,R$ 300000,R$ 300,2,2,1,56, Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Cinema / Piscina para adulto / Piscina infantil / Espaco verde / Parque / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Vista para o mar / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Tirol,apartment
Rua Francisco Borges de Oliveira  370 - Lagoa Nova  Natal - RN,R$ 550000,R$ 534,3,3,2,92, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar / Serviï¿½os pï¿½blicos essenciais / Salao de jogos / Salao de jogos / Espaco verde / Parque / Piscina para adulto / Piscina infantil ,Lagoa Nova,apartment
Tirol  Natal - RN,R$ 200000,R$ 390,3,2,1,110, Condomï¿½nio fechado / Cozinha / Interfone / Sistema de alarme / Area de servico ,Tirol,apartment
Rua Agrestina - Planalto  Natal - RN,R$ 130000,R$ 11,2,3,1,54, Playground / Churrasqueira / Perto de vias de acesso / Piscina ,Planalto,apartment
Rua Julio Gomes Moreira  70 - Barro Vermelho  Natal - RN,R$ 390800,R$ 390,3,3,3,69, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Quadra de tï¿½nis / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Varanda / Cabeamento estruturado / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Salao de jogos / Recepï¿½ï¿½o / Vista para o mar / Vista para a montanha / Varanda gourmet / Mais de um andar / Gerador elï¿½trico ,Barro Vermelho,apartment
Pitimbu  Natal - RN,R$ 220000,NotFound,2,1,1,55, Churrasqueira / Cozinha / Piscina / Espaco gourmet / Interfone / Piscina infantil / Playground / Quadra poliesportiva / Salao de festas / Academia / Salao de jogos / Varanda / Seguranï¿½a 24h ,Pitimbu,apartment
Pitimbu  Natal - RN,R$ 145000,R$ 220,2,1,1,53, Churrasqueira / Elevador / Piscina ,Pitimbu,apartment
Rua Antï¿½nio Madruga  1959 - Capim Macio  Natal - RN,R$ 372600,R$ 300,2,2,2,67, Academia / Jardim / Churrasqueira / Espaco gourmet / Playground / Piscina ,Capim Macio,apartment
Barro Vermelho  Natal - RN,R$ 460000,R$ 515,3,1,2,107, Churrasqueira / Circuito de Seguranca / Conexï¿½o ï¿½ internet / Cozinha / Elevador / Gerador elï¿½trico / Interfone / Piscina / TV a cabo ,Barro Vermelho,apartment
Rua Eletricista Elias Ferreira  2600 - Candelï¿½ria  Natal - RN,R$ 230000,R$ 317,2,2,1,56, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Varanda gourmet / Mais de um andar / Gerador elï¿½trico ,Candelaria,apartment
Rua Doutor Poty Nï¿½brega - Lagoa Nova  Natal - RN,R$ 1200000,NotFound,4,6,4,222, Academia / Espaco gourmet / Condomï¿½nio fechado / Seguranï¿½a 24h / Proximo a shopping / Quadra poliesportiva / Elevador / Interfone / Jardim / Churrasqueira / Salao de festas / Perto de vias de acesso / Piscina / Playground / Sistema de alarme ,Lagoa Nova,apartment
Rua dos Potiguares  365 - Dix-sept Rosado  Natal - RN,R$ 450000,R$ 700,3,5,2,123, Cozinha / Espaco gourmet / Playground / Piscina / Salao de jogos / Varanda gourmet / Sauna ,sept Rosado,apartment
Travessa Romualdo Galvï¿½o  1459 - Lagoa Nova  Natal - RN,R$ 200000,R$ 300,3,1,1,70, Elevador / Salao de festas / Jardim / Interfone / Condomï¿½nio fechado / Perto de vias de acesso / Seguranï¿½a 24h / Playground ,Lagoa Nova,apartment
Rua Raimundo Juvino de Oliveira  2484 - Lagoa Nova  Natal - RN,R$ 485000,R$ 650,3,3,2,119, Seguranï¿½a 24h / Piscina / Elevador / Proximo a shopping / Academia / Sistema de alarme / Varanda / Salao de festas / Churrasqueira / Perto de vias de acesso / Condomï¿½nio fechado / Interfone / Playground / Jardim / Quintal ,Lagoa Nova,apartment
Rua Vereador Manoel Sï¿½tiro - Ponta Negra  Natal - RN,R$ 280000,R$ 550,2,1,1,56, Perto de vias de acesso / Proximo a shopping / Salao de festas / Piscina / Ar-condicionado / Condomï¿½nio fechado / Mobiliado ,Ponta Negra,apartment
Pitimbu  Natal - RN,R$ 200000,R$ 225,2,2,1,56, Churrasqueira / Piscina / Area de servico ,Pitimbu,apartment
Rua Orlando de Lima - Ponta Negra  Natal - RN,R$ 189000,R$ 300,2,2,1,60, Espaco gourmet / Jardim / Perto de vias de acesso / Proximo a transporte pï¿½blico / Piscina / Quadra poliesportiva / Churrasqueira / Condomï¿½nio fechado / Seguranï¿½a 24h / Cozinha / Garagem / Area de servico / Mobiliado ,Ponta Negra,apartment
Rua Ministro Mirabeau da Cunha Melo  1990 - Candelï¿½ria  Natal - RN,R$ 240000,R$ 500,2,2,1,55, Perto de vias de acesso / Proximo a transporte pï¿½blico / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Vigia / Circuito de Seguranca / Sistema de alarme / Espelhos d'ï¿½gua / Piscina para adulto / Piscina infantil / Playground / Salao de jogos ,Candelaria,apartment
Lagoa Nova  Natal - RN,R$ 520000,NotFound,3,NotFound,NotFound,115, Elevador ,Lagoa Nova,apartment
Capim Macio  Natal - RN,R$ 1300000,NotFound,3,3,3,156, Garagem / Cozinha / Mobiliado / Seguranï¿½a 24h / Academia / Elevador / Churrasqueira / Piscina / Quadra poliesportiva / Salao de jogos / Varanda gourmet / Sauna ,Capim Macio,apartment
Capim Macio  Natal - RN,R$ 110000,R$ 100,3,2,1,60,NotFound,Capim Macio,apartment
Tirol  Natal - RN,R$ 450000,R$ 730,3,4,2,103, Cozinha / Mobiliado / Espaco gourmet / Playground / Piscina ,Tirol,apartment
Avenida Prudente de Morais  1034 - Tirol  Natal - RN,R$ 1400000,NotFound,4,4,4,208, Elevador / Piscina / Playground / Jardim / Proximo a shopping / Academia / Perto de vias de acesso / Salao de festas / Interfone / Condomï¿½nio fechado / Varanda / Churrasqueira / Espaco gourmet / Seguranï¿½a 24h / Quadra poliesportiva ,Tirol,apartment
Petropolis  Natal - RN,R$ 850000,R$ 1.800,4,5,3,289, Cozinha / Gerador elï¿½trico / Piscina / Interfone / Churrasqueira / Espaco gourmet / Garagem / Condomï¿½nio fechado / Terra ,Petropolis,apartment
Ribeira  Natal - RN,R$ 1000000,NotFound,3,1,3,200, Churrasqueira / Circuito de Seguranca / Cozinha / Elevador / Interfone / Piscina / Playground / Salao de festas / Varanda / Jardim / Espaco verde / Parque / Area de servico ,Ribeira,apartment
Rua Francisco Gurgel  92 - Ponta Negra  Natal - RN,R$ 320000,R$ 900,1,1,1,50, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Elevador / Piscina / Playground / Ar-condicionado / Varanda / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Cozinha / Serviï¿½os pay per use / Recepï¿½ï¿½o / Piscina para adulto / Piscina infantil / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Sauna / Vista para o mar / Gerador elï¿½trico ,Ponta Negra,apartment
Avenida Nascimento de Castro  1645 - Dix-sept Rosado  Natal - RN,R$ 270000,NotFound,3,3,1,96, Condomï¿½nio fechado / Interfone / Piscina / Salao de festas / Jardim / Playground / Churrasqueira / Perto de vias de acesso / Elevador / Varanda ,sept Rosado,apartment
Rua Leonora Armstrong  510 - Ponta Negra  Natal - RN,R$ 360000,R$ 560,2,1,1,55, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Elevador / Espaco gourmet / Academia / Salao de festas / Piscina / Piscina para adulto / Piscina infantil / Salao de jogos / Recepï¿½ï¿½o / Sala de massagem / Serviï¿½os pï¿½blicos essenciais / Vista para o mar / Vigia / Seguranï¿½a 24h / Interfone / Circuito de Seguranca / Condomï¿½nio fechado / Sistema de alarme / Ar-condicionado / Mobiliado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Aquecimento ,Ponta Negra,apartment
Avenida Capitï¿½o-mor Gouveia - Nossa Senhora de Nazare  Natal - RN,R$ 283000,NotFound,2,2,1,54, Churrasqueira / Elevador / Interfone / Piscina / Sistema de alarme ,de Nazare,apartment
Rua Anï¿½sio de Souza - Lagoa Nova  Natal - RN,R$ 650000,R$ 706,3,5,3,127, Quadra poliesportiva / Mobiliado / Proximo a shopping / Academia / Playground / Perto de vias de acesso / Varanda / Ar-condicionado / Condomï¿½nio fechado / Interfone / Piscina / Salao de festas / Sistema de alarme / Jardim / Espaco gourmet / Seguranï¿½a 24h / Churrasqueira / Elevador ,Lagoa Nova,apartment
Cidade da Cidade da Esperanca  Natal - RN,R$ 290000,NotFound,3,2,2,70, Churrasqueira / Cozinha / Elevador / Interfone / Piscina / Sistema de alarme / Area de servico ,da Esperanca,apartment
Rua Pinto Martins  940 - Areia Preta  Natal - RN,R$ 1200000,R$ 980,4,5,4,250, Sistema de alarme / Elevador / Perto de vias de acesso / Piscina / Condomï¿½nio fechado / Salao de festas / Jardim / Playground / Interfone / Seguranï¿½a 24h / Espaco gourmet / Quadra poliesportiva / Proximo a shopping / Churrasqueira / Circuito de Seguranca / Vigia / Academia / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Mobiliado / Espaco teen / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Vista para o mar ,Areia Preta,apartment
Rua Estudante Josï¿½ Francisco de Souza Filho - Capim Macio  Natal - RN,R$ 449000,NotFound,3,2,1,77, Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Piscina para adulto / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Aquecimento / Sauna / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico ,Capim Macio,apartment
Planalto  Natal - RN,R$ 95000,R$ 270,2,1,1,50, Churrasqueira / Cozinha / Piscina / Piscina infantil / Playground / Salao de festas / Seguranï¿½a 24h ,Planalto,apartment
Rua Mipibu - Petropolis  Natal - RN,R$ 465000,NotFound,3,2,2,103, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Garagem / Cozinha / Area de servico / Piscina para adulto / Piscina infantil / Salao de festas / Academia / Elevador / Churrasqueira / Quadra poliesportiva / Salao de jogos / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Petropolis,apartment
Rua da Lagosta - Ponta Negra  Natal - RN,R$ 280000,NotFound,3,3,2,93, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Academia / Salao de festas / Quadra poliesportiva / Espaco teen / Quadra de tï¿½nis / Piscina para adulto / Piscina infantil / Salao de jogos / Vista para o mar / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Cozinha / Garagem / Varanda / Area de servico ,Ponta Negra,apartment
Avenida Amintas Barros  1851 - Lagoa Nova  Natal - RN,R$ 200000,R$ 140,3,2,1,98, Cozinha / Interfone / Escritï¿½rio / Area de servico ,Lagoa Nova,apartment
Rua Missionï¿½rio Gunnar Vingren  990 - Capim Macio  Natal - RN,R$ 380000,R$ 300,3,3,2,148, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Capim Macio,apartment
Lagoa Nova  Natal - RN,R$ 320000,NotFound,3,3,2,115, Cozinha / Interfone ,Lagoa Nova,apartment
Avenida Deputado Antï¿½nio Florï¿½ncio de Queiroz  4130 - Ponta Negra  Natal - RN,R$ 380000,NotFound,3,3,2,78, Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar / Serviï¿½os pï¿½blicos essenciais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Cinema / Quadra de tï¿½nis / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Cinema / Salao de jogos / Salao de jogos / Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Garagem / Cozinha / Area de servico ,Ponta Negra,apartment
PARNAMIRIM  Natal - RN,R$ 250000,R$ 256,3,1,1,67, Cozinha / Playground / Quadra poliesportiva / Piscina / Interfone / Salao de jogos / Churrasqueira / Academia / Garagem / Condomï¿½nio fechado / Terra / Ar-condicionado ,PARNAMIRIM,apartment
Barro Vermelho  Natal - RN,R$ 480000,R$ 1.200,3,5,2,125, Condomï¿½nio fechado / Academia / Playground / Espaco gourmet / Proximo a shopping / Ar-condicionado / Sistema de alarme / Elevador / Seguranï¿½a 24h / Jardim / Salao de festas / Piscina / Churrasqueira / Interfone / Perto de vias de acesso ,Barro Vermelho,apartment
Avenida Amintas Barros - Lagoa Nova  Natal - RN,R$ 270000,NotFound,3,2,2,100, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Elevador / Jardim / Salao de festas / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Lagoa Nova,apartment
Rua Professor Antï¿½nio Nesi  1463 - Nova Descoberta  Natal - RN,R$ 250000,NotFound,3,2,1,56, Churrasqueira / Cozinha / Elevador / Interfone / Piscina / Area de servico ,Nova Descoberta,apartment
Rua Professora Gipse Montenegro  245 - Capim Macio  Natal - RN,R$ 497000,NotFound,3,3,2,95, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Garagem / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Condomï¿½nio fechado / Seguranï¿½a 24h / Circuito de Seguranca / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Piscina / Playground / Salao de festas / Quadra poliesportiva / Mais de um andar / Gerador elï¿½trico ,Capim Macio,apartment
Rua da Saudade  1160 - Morro Branco  Natal - RN,R$ 280000,R$ 300,2,2,1,75, Churrasqueira / Cozinha / Elevador / Interfone / Jardim / Area de servico ,Morro Branco,apartment
Petropolis  Natal - RN,R$ 658000,R$ 1.100,3,4,2,175, Cozinha / Vista para o mar / Playground / Quadra poliesportiva / Piscina / Interfone / Churrasqueira / Academia / Garagem / Condomï¿½nio fechado / Elevador / Terra ,Petropolis,apartment
Avenida dos Caiapï¿½s  121 - Pitimbu  Natal - RN,R$ 194900,R$ 280,2,2,1,49, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Piscina infantil / Piscina para adulto / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Vista exterior / Area de servico / Cozinha / Depï¿½sito / Varanda / Quintal / Cabeamento estruturado / Garagem / Sauna / Vista para a montanha / Mais de um andar / Gerador elï¿½trico ,Pitimbu,apartment
Avenida Amintas Barros  1201 - Lagoa Nova  Natal - RN,R$ 188900,R$ 300,2,1,1,60, Academia / Churrasqueira / Elevador / Gerador elï¿½trico / Interfone / Piscina / Quadra poliesportiva / Salao de festas / Ar-condicionado / Varanda / Area de servico / Vigia ,Lagoa Nova,apartment
Rua Antï¿½dio de Azevedo - Lagoa Nova  Natal - RN,R$ 611000,NotFound,3,4,2,114, Salao de festas / Churrasqueira / Seguranï¿½a 24h / Playground / Condomï¿½nio fechado / Jardim / Interfone / Perto de vias de acesso / Piscina / Elevador / Sistema de alarme ,Lagoa Nova,apartment
Rua Cearï¿½ Mirim - Tirol  Natal - RN,R$ 1360000,R$ 1.500,4,5,4,222, Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso / Churrasqueira / Elevador / Jardim / Varanda / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Aquecimento / Espaco gourmet / Academia / Salao de festas / Playground / Quadra poliesportiva / Piscina / Espaco teen / Cinema / Espaco verde / Parque / Piscina para adulto / Cinema / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Sala de massagem / Garage band / Sauna / Serviï¿½os pï¿½blicos essenciais / Pista de cooper / Quadra de squash / Espelhos d'ï¿½gua / Vigia / Circuito de Seguranca / Seguranï¿½a 24h / Interfone / Condomï¿½nio fechado / Sistema de alarme ,Tirol,apartment
Rua Doutor Renato Dantas - Petropolis  Natal - RN,R$ 449000,R$ 500,3,3,2,98, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Vista exterior / Area de servico / Lavanderia / Garagem / Conexï¿½o ï¿½ internet / TV a cabo / Cabeamento estruturado / Varanda ,Petropolis,apartment
Capim Macio  Natal - RN,R$ 390000,R$ 470,3,3,2,92,NotFound,Capim Macio,apartment
Rua Doutor Jï¿½lio Resende  44 - Lagoa Nova  Natal - RN,R$ 430000,R$ 600,3,3,2,95, Proximo a shopping / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Elevador / Jardim / Espaco gourmet / Salao de festas / Playground / Garagem / Cozinha / Espaco verde / Parque / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Serviï¿½os pï¿½blicos essenciais / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Area de servico / Mais de um andar / Gerador elï¿½trico / Proximo a hospitais ,Lagoa Nova,apartment
Rua Poeta Josï¿½ Fernandez - Ponta Negra  Natal - RN,R$ 155000,NotFound,2,2,2,601, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Ar-condicionado / Garagem / Area de servico ,Ponta Negra,apartment
Rua General Gustavo Cordeiro de Faria - Ribeira  Natal - RN,R$ 230000,R$ 450,2,2,1,56, Salao de festas / Piscina / Perto de vias de acesso / Sistema de alarme / Varanda / Jardim / Interfone / Elevador / Condomï¿½nio fechado / Playground / Espaco gourmet / Churrasqueira ,Ribeira,apartment
Rua Agrestina - Planalto  Natal - RN,R$ 130000,NotFound,2,2,1,53, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Jardim / Espaco gourmet / Piscina / Playground / Proximo a hospitais / Garagem / Cozinha / Area de servico / Varanda / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Planalto,apartment
Planalto  Natal - RN,R$ 110000,NotFound,2,1,1,NotFound, Churrasqueira / Cozinha / Playground / Seguranï¿½a 24h / Condomï¿½nio fechado ,Planalto,apartment
Rua Vereador Orlando Garcia  1420 - Lagoa Nova  Natal - RN,R$ 260000,R$ 585,3,2,1,105, Perto de vias de acesso / Proximo a escola / Proximo a transporte pï¿½blico / Elevador / Jardim / Condomï¿½nio fechado / Seguranï¿½a 24h / Interfone ,Lagoa Nova,apartment
Barro Vermelho  Natal - RN,R$ 280000,R$ 120,3,3,1,117, Cozinha / Interfone / Garagem / Condomï¿½nio fechado / Ar-condicionado / Varanda ,Barro Vermelho,apartment
Rua Vereador Orlando Garcia  1420 - Lagoa Nova  Natal - RN,R$ 240000,R$ 585,3,2,1,89, Cozinha / Elevador / Interfone / Area de servico ,Lagoa Nova,apartment
Rua dos Tororï¿½s - Lagoa Nova  Natal - RN,R$ 1000000,R$ 550,4,6,4,170, Academia / Playground / Interfone / Quadra poliesportiva / Jardim / Perto de vias de acesso / Varanda / Proximo a shopping / Condomï¿½nio fechado / Seguranï¿½a 24h / Salao de festas / Espaco gourmet / Sistema de alarme / Elevador / Piscina / Churrasqueira ,Lagoa Nova,apartment
Barro Vermelho  Natal - RN,R$ 215000,R$ 530,3,1,1,80, Elevador ,Barro Vermelho,apartment
Avenida Afonso Pena - Tirol  Natal - RN,R$ 360000,R$ 550,2,1,1,64, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Piscina / Salao de jogos / Piscina infantil / Piscina para adulto / Recepï¿½ï¿½o / Sala de massagem / Garage band / Serviï¿½os pï¿½blicos essenciais / Vista exterior / Cozinha / Lavanderia / Garagem / Conexï¿½o ï¿½ internet / TV a cabo / Mobiliado / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia ,Tirol,apartment
Rua Apodi - Tirol  Natal - RN,R$ 580000,R$ 500,3,3,2,112, Academia / Salao de festas / Churrasqueira / Ar-condicionado / Perto de vias de acesso / Condomï¿½nio fechado / Seguranï¿½a 24h / Mobiliado / Proximo a shopping / Piscina / Quadra poliesportiva / Playground ,Tirol,apartment
Avenida Bernardo Vieira - Lagoa Nova  Natal - RN,R$ 218000,NotFound,1,1,NotFound,40,NotFound,Lagoa Nova,apartment
Tirol  Natal - RN,R$ 450000,R$ 800,3,1,3,142, Circuito de Seguranca / Cozinha / Elevador / Interfone / Piscina / Salao de festas / TV a cabo / Varanda / Area de servico ,Tirol,apartment
Rua Engenheiro Joï¿½o Hï¿½lio Alves Rocha - Planalto  Natal - RN,R$ 40000,NotFound,2,1,NotFound,55,NotFound,Planalto,apartment
Planalto  Natal - RN,R$ 129000,R$ 180,2,1,1,55, Churrasqueira / Cozinha / Piscina / Salao de festas / Area de servico ,Planalto,apartment
Planalto  Natal - RN,R$ 129000,R$ 180,2,1,1,55, Churrasqueira / Cozinha / Piscina / Salao de festas / Area de servico ,Planalto,apartment
Rua Vereadora Maria Queiroz  92 - Lagoa Nova  Natal - RN,R$ 830000,NotFound,3,4,3,130, Churrasqueira / Cozinha / Elevador / Interfone / Piscina / Varanda / Area de servico ,Lagoa Nova,apartment
Avenida Engenheiro Roberto Freire  4382 - Ponta Negra  Natal - RN,R$ 450000,R$ 408,2,2,1,55, Espaco gourmet / Interfone / Jardim / Salao de festas / Condomï¿½nio fechado / Seguranï¿½a 24h / Mobiliado / Sistema de alarme / Piscina / Proximo a shopping / Academia / Elevador / Varanda / Ar-condicionado / Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Vista exterior / Circuito de Seguranca / Vigia / Piscina para adulto / Piscina infantil / Recepï¿½ï¿½o / Vista para o mar / Vista para a montanha / Mais de um andar / Gerador elï¿½trico ,Ponta Negra,apartment
Rua Coronel Joaquim Manoel  625 - Petropolis  Natal - RN,R$ 295000,R$ 767,3,4,1,122, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Elevador / Jardim / Salao de festas / Serviï¿½os pï¿½blicos essenciais ,Petropolis,apartment
Ponta Negra  Natal - RN,R$ 240000,NotFound,2,2,1,56, Ar-condicionado / Churrasqueira / Elevador / Interfone / Mobiliado / Piscina / Sistema de alarme / TV a cabo / Vista para o mar / Area de servico ,Ponta Negra,apartment
Rua Amaro Mesquita - Lagoa Nova  Natal - RN,R$ 410000,NotFound,3,3,2,98, Piscina / Jardim / Proximo a shopping / Perto de vias de acesso / Interfone / Salao de festas / Seguranï¿½a 24h / Playground / Mobiliado / Condomï¿½nio fechado / Varanda / Elevador / Churrasqueira / Sistema de alarme ,Lagoa Nova,apartment
Rua Monsenhor Honï¿½rio  223 - Tirol  Natal - RN,R$ 650000,NotFound,3,2,2,119, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a hospitais / Proximo a transporte pï¿½blico / Varanda / Garagem / Cozinha / Area de servico / Recepï¿½ï¿½o / Salao de jogos / Piscina infantil / Piscina para adulto / Espaco verde / Parque / Salao de jogos / Piscina / Playground / Cinema / Salao de festas / Espaco gourmet / Elevador / Churrasqueira / Jardim / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Varanda gourmet ,Tirol,apartment
